variable,question_text
Q50O,"Q50o. Handling protecting rights and promoting opportunities for disabled | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Protecting rights and promoting opportunities for disabled people?"
Q51A,"Q51a. Performance: President | Do you approve or disapprove of the way the following people have performed their jobs over the past 12 months, or haven’t you heard enough about them to say: President [J.A. Kufuor]?"
Q51B,"Q51b. Performance: MP/National Assembly rep | Do you approve or disapprove of the way the following people have performed their jobs over the past 12 months, or haven’t you heard enough about them to say: Your Member of Parliament?"
Q51C,"Q51c. Performance: local government councilor | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your elected local government councilor?"
Q51D,"Q51d. Performance: traditional leader | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your traditional leader?"
Q52A,"Q52a. Who responsible: MPs do jobs | Who should be responsible for: Making sure that, once elected, Members of Parliament do their jobs?"
Q52B,"Q52b. Who responsible: president does job? | Who should be responsible for: Making sure that, once elected, the president does his job?"
Q53A,Q53a. Elections ensure voters' views are reflected | Think about how elections work in practice in this country. How well do elections: Ensure that representatives to [Parliament] reflect the views of voters?
Q53B,Q53b. Elections enable voters to remove leaders from office. | Think about how elections work in practice in this country. How well do elections: Enable voters to remove from office leaders who do not do what the people want?
Q53C,"Q53c. Communities that do not vote for the ruling party suffer negative consequences | How often do you think that communities that do not vote for the ruling party suffer negative consequences, such as lack of government support for local services or development projects?"
Q54A,"Q54a. Feared violence in neighbourhood | In any society, people will sometimes disagree with one another. These disagreements occasionally escalate into physical violence. Please tell me whether, in the past two years, you have ever personally feared any of the following types of violence? [If yes] Have you actually personally experienced this type of violence in the past two years? Violence among people in your neighbourhood or village?"
Q54B,"Q54b. Feared violence during political event or public protest | In any society, people will sometimes disagree with one another. These disagreements occasionally escalate into physical violence. Please tell me whether, in the past two years, you have ever personally feared any of the following types of violence? [If yes] Have you actually personally experienced this type of violence in the past two years? Violence at a political rally or public protest?"
Q54C,"Q54c. Feared violence by extremists | In any society, people will sometimes disagree with one another. These disagreements occasionally escalate into physical violence. Please tell me whether, in the past two years, you have ever personally feared any of the following types of violence? [If yes] Have you actually personally experienced this type of violence in the past two years? An armed attack by political or religious extremists?"
Q55A,Q55a. Radio news | Now let us talk about the media and how you get information about politics and other issues. How often do you get news from the following sources: Radio?
Q55B,Q55b. Television news | How often do you get news from the following sources: Television?
Q55C,Q55c. Newspaper news | How often do you get news from the following sources: Print newspapers?
Q55D,Q55d. Internet news | How often do you get news from the following sources: Internet?
Q55E,"Q55e. Social media news | How often do you get news from the following sources: Social media such as Facebook, Twitter, WhatsApp or others?"
Q56,"Q56. News media free of censorship by the government | In your opinion, how free is the news media in this country to report and comment on the news without censorship or interference by the government?"
Q57A,"Q57a. Spread false information: government officials | Please tell me how often, in this country, you think people from each of the following groups spread information that they know is false: government officials?"
Q57B,"Q57b. Spread false information: politicians and political parties. | Please tell me how often, in this country, you think people from each of the following groups spread information that they know is false: politicians and political parties?"
Q57C,"Q57c. Spread false information: news media and journalists. | Please tell me how often, in this country, you think people from each of the following groups spread information that they know is false: news media and journalists?"
Q57D,"Q57d. Spread false information: social media users. | Please tell me how often, in this country, you think people from each of the following groups spread information that they know is false: social media users?"
Q57E,"Q57e. Spread false information: activists and interest groups. | Please tell me how often, in this country, you think people from each of the following groups spread information that they know is false: activists and interest groups?"
Q58A,"Q58a. Government prohibits: news or information that is false | Let’s talk about whether the government should be able to limit the sharing of news, information, or opinions on radio and TV, in newspapers, or on the internet and social media. Please tell me whether you agree or disagree that the government should be able to limit or prohibit sharing of: News or information that is false."
Q58B,"Q58b. Government prohibits: news, information, or opinions that the government disapproves of. | Please tell me whether you agree or disagree that the government should be able to limit or prohibit sharing of: News, information, or opinions that the government disapproves of."
Q58C,"Q58c. Government prohibits: news, information, or opinions that criticize or insult the president. | Please tell me whether you agree or disagree that the government should be able to limit or prohibit sharing of: News, information, or opinions that criticize or insult the president."
Q58D,"Q58d. Government prohibits: hate speech. | Please tell me whether you agree or disagree that the government should be able to limit or prohibit sharing of: Hate speech, that is, news, information, or opinions designed to attack or vilify certain groups in society."
Q59A,"Q59a. Heard about social media | Have you heard about social media, for example, Facebook, Twitter, and WhatsApp?"
Q59B,"Q59b. Social media: makes people more informed about current events | Regardless of whether you personally use social media yourself, please tell me whether you agree or disagree that social media: Makes people more informed about current events?"
Q59C,"Q59c. Social media: makes people more likely to believe false news. | Regardless of whether you personally use social media yourself, please tell me whether you agree or disagree that social media: Makes people more likely to believe false news?"
Q59D,"Q59d. Social media: helps people have more impact on political processes. | Regardless of whether you personally use social media yourself, please tell me whether you agree or disagree that social media: Helps people have more impact on political processes?"
Q59E,"Q59e. Social media: makes people more intolerant. | Regardless of whether you personally use social media yourself, please tell me whether you agree or disagree that social media: Makes people more intolerant of those who have different political opinions?"
Q59F,"Q59f. Effects of social media on society | Overall, do you think that the effects of social media on society are mostly positive, mostly negative, or haven’t you heard enough to say?"
Q60,"Q60. Unrestricted access to the Internet vs regulated access | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Unrestricted access to the Internet and social media helps people to be more informed and active citizens, and should be protected. Statement 2: Information shared on the Internet and social media is dividing [Batswana], so access should be regulated by government."
Q61,"Q61. Free movement in region vs limit cross-border movement. | Now let’s talk about how our country should relate to other countries in [Southern Africa] and the world. Which of the following statements is closest to your view? Choose statement 1 or Statement 2. Statement 1: People living in [Southern] Africa should be able to move freely across international borders in order to trade or work in other countries. Statement 2: In order to protect their own citizens, governments should limit the cross-border movement of people and goods."
Q62,"Q62. Difficulty to move across borders | In your opinion, how easy or difficult is it for people in [West] Africa to cross international borders in order to work or trade in other countries, or haven’t you heard enough to say?"
Q63,"Q63. Finance development from own resources vs use external loans. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: It is important that as an independent nation, we finance development from our own resources, even if it means paying more taxes. Statement 2: We should use external loans for the development of the country, even if it increases our indebtedness to foreign countries and institutions."
Q64A,"Q64a. Loans tied to strict requirements by lenders vs government decides how to spend loans. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: When other countries give loans or development assistance to [Botswana], they should enforce strict requirements on how the funds are spent. Statement 2: When other countries give [Botswana] loans or development assistance, they should allow our government to make its own decisions about how to use the resources."
Q64B,"Q64b. Loans tied to promotion of democracy and human rights vs government decides about democracy and human rights. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: When other countries give loans or development assistance to [Botswana], they should enforce strict requirements to make sure our government promotes democracy and respects human rights. Statement 2: Even if other countries give [Botswana] loans or development assistance, our government should make its own decisions about democracy and human rights."
Q65A,"Q65a. Country receives loans or development assistance from China | To your knowledge, does China give loans or development assistance to our country’s government, or haven’t you had a chance to hear about this?"
Q65B,"Q65b. Government required to repay China for loans. | Do you think that our government is required to repay China for the loans and development assistance it provides to [Botswana], or haven’t you heard enough to say?"
Q65C,"Q64c. Government borrowed too much money from China | Do you think our government has borrowed too much money from China, or haven’t you heard enough to say?"
Q65D,"Q65d. Requirements on loans and assistance from China. | When the government of China gives loans or development assistance to [Botswana], do you think they put more requirements or fewer requirements on our government compared to other donor countries, or haven’t you heard enough to say?"
Q66,"Q66. Open trade for development vs protection of local producers. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: In order to develop, our country must rely on trade with the rest of the world, including by opening our borders to foreign imports. Statement 2: In order to develop, our country must rely on local production and protect local producers from foreign competition."
Q67,"Q67. Limit trade in consumer goods to nationals vs allow foreigners to trade | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: The government should only allow citizens and companies of our own country to trade in consumer goods, even if this means we will have fewer goods or higher prices. Statement 2: The government should continue to permit foreigners and foreign corporations to set up retail shops in this country to ensure we have a wide choice of low-cost consumer goods."
Q68,"Q68. Diverse communities stronger vs similar communities stronger. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Communities are stronger when they are made up of people from different ethnic groups, races, or religions. Statement 2: Communities are stronger when they are made up of people who are similar to each other, that is, people from the same ethnic group, race, or religion."
Q69A,"Q69a. Best model for the future development | In your opinion, which of the following countries, if any, would be the best model for the future development of our country, or is there some other country in Africa or elsewhere, that should be our model?"
Q69AOTHER,"Q69aother. Best model for the future development (verbatim) | In your opinion, which of the following countries, if any, would be the best model for the future development of our country, or is there some other country in Africa or elsewhere, that should be our model?"
Q69B,"Q69b. Influence of China on country | How much influence do you think China’s economic activities in [Botswana] have on our economy, or haven’t you heard enough to say?"
Q70A,"Q70a. Influence of organization: African Union | In general, do you think that the economic and political influence of each of the following organizations on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? African Union"
Q70B,"Q70b. Influence of organization: [SADC]. | In general, do you think that the economic and political influence of each of the following organizations on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? [Regional Economic Community eg. SADC]"
Q70C,"Q70c. Influence of organization: United Nations agencies. | In general, do you think that the economic and political influence of each of the following organizations on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? United Nations agencies"
Q70D,"Q70d. Influence of country: [Britain]. | And what about the following countries? Do you think that the economic and political influence of each of the following countries on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? [Former Colonial Power eg. Britain]"
Q70E,"Q70e. Influence of country: China. | And what about the following countries? Do you think that the economic and political influence of each of the following countries on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? China"
Q70F,"Q70f. Influence of country: United States. | And what about the following countries? Do you think that the economic and political influence of each of the following countries on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? United States"
Q70G,"Q70g. Influence of country: Regional Superpower. | And what about the following countries? Do you think that the economic and political influence of each of the following countries on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? Regional Superpower"
Q70H,"Q70h. Influence of country: Russia | And what about the following countries? Do you think that the economic and political influence of each of the following countries on [Botswana] is mostly positive, mostly negative, or haven’t you heard enough to say? Russia"
Q71,"Q71. Most important languages for next generation to learn | In thinking about the future of the next generation in our country, which of these international languages, if any, do you think is most important for young people to learn?"
Q71OTHER,"Q71other. Most important languages for next generation to learn (verbatim) | In thinking about the future of the next generation in our country, which of these international languages, if any, do you think is most important for young people to learn?"
Q72A,"Q72a. Heard about climate change | Have you heard about climate change, or haven’t you had the chance to hear about this yet?"
Q72B,"Q72b. Climate change: affecting country | Do you think climate change is making life in [country] better or worse, or haven’t you heard enough to say?"
Q73,"Q73. Free to move when public security threatened vs impose curfews | Let’s talk for a moment about the kind of society you would like to have in this country. Some people say that, in order to enjoy security from violence in our society, we must limit the amount of freedom that citizens are allowed to enjoy. Others say that political liberty is too important to sacrifice and must always be maintained, even if it threatens the security of the country. Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Even if faced with threats to public security, people should be free to move about the country at any time of day or night. Statement 2: When faced with threats to public security, the government should be able to impose curfews and set up special roadblocks to prevent people from moving around."
Q74,"Q74. Government should monitor private communication vs right to privacy | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Government should be able to monitor private communications, for example on mobile phones, to make sure that people are not plotting violence. Statement 2: People should have the right to communicate in private without a government agency reading or listening to what they are saying."
Q75,"Q75. Absolute freedom of religion vs government regulates what is said | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Freedom of religion and worship are absolute, meaning that government should never limit what is said in a place of worship. Statement 2: Government should have the power to regulate what is said in places of worship, especially if preachers or congregants threaten public security."
Q81,"Q81. Ethnic community, cultural group or tribe | Let’s go back to talking about you. What is your ethnic community, cultural group or tribe?"
Q81OTHER,"Q81other. Ethnic community, cultural group or tribe (verbatim) | Let us get back to talking about you. What is your ethnic community, cultural group or tribe?"
Q82A,"Q82a. Ethnic group treated unfairly | How often, if ever, are ___________s [R’s Ethnic Group] treated unfairly by the government?"
Q82B,Q82b. Ethnic or national identity | Let us suppose that you had to choose between being a [Ghanaian] and being a ________ [R’s Ethnic Group]. Which of the following statements best expresses your feelings?
Q82C,Q82c. Comfortable: speaking mother tongue in public | Do you feel comfortable: speaking your mother tongue in public?
Q82D,Q82d. Comfortable: wearing traditional or cultural dress in public. | Do you feel comfortable: wearing your traditional or cultural dress in public?
Q83,"Q83. Most people can be trusted | Generally speaking, would you say that most people can be trusted or that you must be very careful in dealing with people?"
Q84A,"Q84a. Experienced unfair treatment based on economic status. | In the past year, how often, if ever, have you personally been treated unfairly by other [Ghanaians] based on: your economic status, that is, how rich or poor you are?"
Q84B,"Q84b. Experienced unfair treatment based on religion. | In the past year, how often, if ever, have you personally been treated unfairly by other [Batswana] based on: your religion?"
Q84C,"Q84c. Experienced unfair treatment based on ethnicity. | In the past year, how often, if ever, have you personally been treated unfairly by other [Ghanaian] based on: your ethnicity?"
Q85,"Q85. Unity of people in country | [Ghanaians] are very diverse. They come from different religions, ethnic groups, political parties, and economic and social backgrounds. Overall, would you say that there is more that unites all [Ghanaians] as one people, or more that divides them?"
Q86A,"Q86a. Neighbours: people of different religion | For each of the following types of people, please tell me whether you would like having people from this group as neighbours, dislike it, or not care: People of a different religion."
Q86B,"Q86b. Neighbours: people of different ethnicity | For each of the following types of people, please tell me whether you would like having people from this group as neighbours, dislike it, or not care: People from other ethnic groups."
Q86C,"Q86c. Neighbours: homosexuals | For each of the following types of people, please tell me whether you would like having people from this group as neighbours, dislike it, or not care: Homosexuals."
Q86D,"Q86d. Neighbours: immigrants and foreign workers | For each of the following types of people, please tell me whether you would like having people from this group as neighbours, dislike it, or not care: Immigrants or foreign workers."
Q86E,"Q86e. Neighbours: people who support a different political party. | For each of the following types of people, please tell me whether you would like having people from this group as neighbours, dislike it, or not care: People who support a different political party"
Q87A,Q87a. Influence of traditional leaders: governing your local community governing your local community? | Now let’s talk about traditional leaders and their role in politics and government in this country. How much influence do traditional leaders currently have in each of the following areas: Governing your local community?
Q87B,Q87b. Influence of traditional leaders: allocating land. | How much influence do traditional leaders currently have in each of the following areas: Allocating land?
Q87C,Q87c. Influence of traditional leaders: influencing how people in their communities vote | How much influence do traditional leaders currently have in each of the following areas: Influencing how people in their communities vote?
Q87D,Q87d. Influence of traditional leaders: solving local disputes. | How much influence do traditional leaders currently have in each of the following areas: Solving local disputes?
Q87E,"Q87e. Traditional leaders: amount of influence on governing local community. | Do you think that the amount of influence traditional leaders have in governing your local community should increase, stay the same, or decrease?"
Q88,Q88. Whom do traditional leaders serve | Which of these statements is closest to your own opinion? Statement 1: Traditional leaders mostly look out for what is best for the people in their communities. Statement 2: Traditional leaders mostly serve the interests of politicians and government officials. Statement 3: Traditional leaders mostly look out for their own personal interests.
Q89A,Q89a. Traditional leaders advise on vote vs stay out of politics. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Traditional leaders have a better grasp of political issues than ordinary people; they should give their people advice about how to vote. Statement 2: Traditional leaders should stay out of politics and leave people to make their own decisions about how to vote.
Q89B,"Q89b. Traditional leaders in competition with elected leaders vs in cooperation. | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Traditional leaders are mostly in competition with elected leaders for resources, power and influence. Statement 2: Traditional leaders mostly work in cooperation with elected leaders to get things done."
Q90,"Q90. Traditional leaders bad for democracy | Some people think that because traditional leaders are not elected, they are bad for democracy, but other people think that traditional leaders can work together with elected leaders to make democracy work better. What about you? Do you think that traditional leaders strengthen democracy, weaken democracy, or don’t make a difference?"
COV1,COV-1. Informed about COVID-19
COV2,COV-2. Became ill with COVID-19
COV3,COV-3. Lost income because of COVID-19
COV4,COV-4. Community experience COVID-19 lockdown/curfew
COV5,COV-5. Ease of compliance with COVID-19 lockdown/curfew
COV6,COV-6. Lockdown/curfew necessary to limit COVID-19 spread
COV7,COV-7. School closed due to COVID-19
COV8,COV-8. Support school closure due to COVID-19
COV9,COV-9. Length of COVID-19 school closure appropriate
COV10,COV-10. Received COVID-19 relief assistance
COV11,COV-11. COVID-19 relief assistance fairly distributed
COV12,COV-12. Handling managing COVID-19 response
COV13,COV-13. Handling keeping public informed about COVID-19
COV14,COV-14. Trust govt COVID-19 statistics
COV15,COV-15. Level of COVID-19 corruption
COV16,COV-16. Trust govt to ensure safety of COVID-19 vaccine
COV17,COV-17. Likelihood of getting COVID-19 vaccination
COV18,COV-18. Prayer more effective than COVID-19 vaccine
COV19,COV-19. Seriousness of COVID-19 over next 6 months
COV20,COV-20. More investment for health emergencies
COV21,COV-21. Censor media during pandemic
COV22,COV-22. Armed forces/police enforce public health measures
COV23,COV-23. Postpone elections/limit campaigns during pandemic
COV24,COV-24. Politicians take advantage of COVID-19 pandemic
Q91A,Q91a. Close to political party | Do you feel close to any particular political party?
Q91B,Q91b. Which party | Which party is that?
Q91BOTHER,Q91bother. Which party (verbatim) | Which party is that?
Q92A,"Q92a. Own radio | Which of these things do you personally own? [If no, ask:] Does anyone else in your household own one: Radio?"
Q92B,"Q92b. Own television | Which of these things do you personally own? [If no, ask:] Does anyone else in your household own one: Television?"
Q92C,"Q92c. Own motor vehicle, car, or motorcycle | Which of these things do you personally own? [If no, ask:] Does anyone else in your household own one: Motor vehicle or motorcycle?"
Q92D,"Q92d. Own computer | Which of these things do you personally own? [If no, ask:] Does anyone else in your household own one: Computer?"
Q92E,"Q92e. Own bank account | Which of these things do you personally own? [If no, ask:] Does anyone else in your household own one: Bank account?"
Q92F,"Q92f. Own mobile phone | Which of these things do you personally own? [If no, ask:] Does anyone else in your household own one: Mobile phone?"
Q92G,Q92g. Mobile phone access to internet | Does your phone have access to the internet?
Q92H,Q92h. How often use a mobile phone | How often do you use: A mobile phone?
Q92I,Q92i. How often use the internet | How often do you use: The Internet?
Q93A,Q93a. Source of water for household use | What is your main source of water for household use?
Q93B,"Q93b. Location of toilet or latrine | Do you have a toilet, water closet or latrine available for your use? [If yes] Is it inside your house, inside your compound, or outside your compound, or is there none available?"
Q94A,Q94a. Electric connection from national power grid. | Do you have an electric connection to your home from the national power grid?
Q94B,Q94b. Electricity available from mains. | How often is electricity actually available from this connection?
Q94C,Q94c. Electricity available other than national power grid. | Does your house use electric power from any source other than [the national power grid]?
Q94D,Q94d. Source of electricity other than the national power grid. | What is the source of the electricity for this connection?
Q94E,"Q94e. Own electricity source | Is the electricity source owned by your household, or does it come from outside of your household?"
Q95A,"Q95a. Employment status | Do you have a job that pays a cash income? [If yes, ask] Is it full-time or part-time? [If no, ask:] Are you presently looking for a job?"
Q95B,"Q95b. Required to pay an income tax | If you have paid employment, that is, regular employment for which you receive something like an hourly wage or a regular salary, are you required to pay an income tax, that is, a tax deducted from your wages by your employer?"
Q95C,"Q95c. Occupation of respondent | What is your main occupation? [If unemployed, retired, or disabled, ask:] What was your last main occupation?"
Q95COTHER,"Q95cother. Occupation of respondent (verbatim) | What is your main occupation? [If unemployed, retired, or disabled, ask:] What was your last main occupation?"
Q95D,"Q95d. Employer of respondent | [If respondent has an occupation, i.e. responses on Q95B other than 0=Never had a job, 1=Student, 2= Housewife / Homemaker, ask:] Do you work for yourself, for someone else in the private sector or the non-governmental sector, or for government? [If respondent indicated in previous question that they were unemployed, retired or disabled, ask:] In your last job, did you work for yourself, for someone else in the private sector or the non-governmental sector, or for government?"
Q96A,"Q96a. Who decides how money is used? | What is the main way that decisions are made about how to use any money that you have or earn, for example from a job, a business, selling things or other activities?"
Q96B,"Head of household | Who is the head of this household, that is, the person who has primary responsibility for making decisions on behalf of the household?"
Q96C,"Q96c. Occupation of head of household | If respondent is not the head of household, i.e. if the response to 96B was NOT 1=You [respondent] or 99=Don’t know, ask:] What is the main occupation of the head of the household? [If unemployed, retired or disabled, ask:] What was his/her last main occupation?"
Q97,Q97. Education of respondent | What is your highest level of education?
Q98A,"Q98. Religion of respondent | What is your religion, if any?"
Q98AOTHER,"Q98aother. Religion of respondent (verbatim) | What is your religion, if any?"
Q98B,"Q98b. Religious groups treated unfairly by government | How often, if ever, are __________s [Respondent’s religious group] treated unfairly by government?"
Q99,"Q99. Vote for which party | If [presidential elections] were held tomorrow, which [party’s candidate] would you vote for?"
Q99OTHER,"Q99other. Vote for which party (verbatim) | If [presidential elections] were held tomorrow, which [party’s candidate] would you vote for?"
Q100,Q100. Perceived survey sponsor | Just one more question: Who do you think sent us to do this interview?
ENDTIME,Time interview ended
LENGTH,Length of interview
Q101,Q101. Gender of respondent | Respondent’s gender
Q102,Q102. Race of respondent | Respondent’s race
Q102OTHER,Q102other. Race of respondent (verbatim) | Respondent’s race
Q103,Q103. Language of interview | What was the primary language used in the interview?
Q103OTHER,Q103other. Language of interview (verbatim) | What was the primary language used in the interview?
Q104,Q104. Type of shelter of respondent | In what type of shelter does the respondent live?
Q105,Q105. Roof of respondent's home | What was the roof of the respondent’s home or shelter made of?
Q106,Q106. Others present | Were there any other people immediately present who might be listening during the interview?
Q107A,Q107a. Check with others | Did the respondent check with others for information to answer any question?
Q107B,Q017b. Influence by others | Do you think anyone influenced the respondent’s answers during the interview?
Q107C,Q107c. Approached by community/party representatives | Were you approached by community and/or political party representatives?
Q107D,Q107d. Feel threatened | Did you feel threatened during the interview?
Q107E,Q107e. Physically threatened | Were you physically threatened during the interview?
Q108,Q108. Proportion difficulty answering | What proportion of the questions do you feel the respondent had difficulty answering?
Q110A,"Q110a. Respondent friendly | What was the respondent’s attitude toward you during the interview? Was he or she: friendly, in between, or hostile?"
Q110B,"Q110b. Respondent interested | What was the respondent’s attitude toward you during the interview? Was he or she: interested, in between, or bored?"
Q110C,"Q110c. Respondent cooperative | What was the respondent’s attitude toward you during the interview? Was he or she: cooperative, in between, or uncooperative?"
Q110D,"Q110d. Respondent patient | What was the respondent’s attitude toward you during the interview? Was he or she: patient, in between, or impatient?"
Q110E,"Q110e. Respondent at ease | What was the respondent’s attitude toward you during the interview? Was he or she: at ease, in between, or suspicious?"
Q110F,"Q110f. Respondent honest | What was the respondent’s attitude toward you during the interview? Was he or she: honest, in between, or misleading?"
withinwt_ea,"within country weighting factor, weights to EA level (""old AB withinwt"")"
withinwt_hh,"within country weighting factor, weights to HH level (""new AB withinwt"")"
Combinwt_old_ea,"Multi-country weighting factor (old, ea-level)"
Combinwt_new_hh,"Multi-country weighting factor (new, hh-level)"
EDUC_COND,Education condensed
RELIG_COND,Religion condensed
LivedPoverty,Lived Poverty Index (average index of 5 poverty items)
LivedPoverty_CAT,LPI_Categorical
DemandDemo,"Demand for Democracy (additive index of 4 democratic commitments: support (1,2=0)(3=1)(else=sysmis) + reject (5,4,3,9=0)(2,1=1)(else=sysmis)"
SupplyDemo,"Supply of Democracy (additive index of 2 items: satisfaction (0,1,2,9=0)(3,4=1)(else=sysmis) + extent (1,2,8,9=0)(3,4=1)(else=sysmis)"
R6.R7.R8pt1.16ctry,"16 countries included in R6, R7 and R8"
R5.R6.R7.R8pt1.15ctry,"15 countries included in R5, R6, R7 and R8"
R1.only,12 countries included in R1
R2.only,16 countries included in R2
R3.only,18 countries included in R3
R4.only,20 countries included in R4 (but no MAD in R8)
R4.less.MAD,19 countries included in R4-R8
R5.R6.R7.R8.only,30 countries included in R5-R8
R6.R7.R8.only,31 countries included in R6-R8
R7.R8.only,32 countries included in R7-R8
R8part,Round 8 part 1 or part 2
AGE_v1,Age_cond.v1 youth 18-25 / 26-35 / 36-45 / 46-55 / 56-65 / over 65
AGE_v1.1,Age_cond.v1.1 youth 18-25 / 26-35 / 36-45 / 46-55 / over 55
AGE_v2_UN,Age_cond.v2 UN youth 18-24 / 25-34 / 35-44 / 45-54 / 55-64 / 65 and over
AGE_v2.1_UN,Age_cond.v2.1 UN youth 18-24 / 25-34 / 35-44 / 45-54 / 55 and over
AGE_v3_AU,Age_cond.v3 AU youth 18-35 / 36-45 / 46-55 / over 55
AGE_v4,Age_cond.v4 youth 18-30 / 31-40 / 41-50 / 51-60 / over 60
AGE_v5,Age_cond.v5 youth 18-30 / 31-45 / 46-60 / over 60
AGE_v6,Age_cond.v6 youth 18-35 / 36-55 / over 55
