variable,question_text
NOCALL_5,Reason for Unsuccessful Call Household 5 | Reasons for unsuccessful calls: Household 5
NOCALL_6,Reason for Unsuccessful Call Household 6 | Reasons for unsuccessful calls: Household 6
NOCALL_7,Reason for Unsuccessful Call Household 7 | Reasons for unsuccessful calls: Household 7
PREVINT,"Previous interview, gender | Previous interview was with a:"
THISINT,"This interview, gender | This interview must be with a:"
ADULT_CT,Number of adult women/men in household | Number of women/men in the household (adult citizens)
CALLS,Number of calls | How many calls were made to the household where the interview actually took place?
DATEINTR,Date of interview
STRTIME,Time interview started
Q1,Age | How old are you?
Q2,Head of household | Are you the head of the household?
Q3,Language of respondent | Which [Ghanaian/Kenyan/etc.]language is your home language?
Q3OTHER,Q3other. Language of respondent (verbatim)
Q4A,"Country’s present economic condition | In general, how would you describe: The present economic condition of this country?"
Q4B,"Your present living conditions | In general, how would you describe: Your own present living conditions?"
Q5,"Your living conditions vs. others | In general, how do you rate your living conditions compared to those of other [Ghanaians/Kenyans/etc.]?"
Q6A,"Country’s economic condition compared to 12 months ago | Looking back, how do you rate the following compared to twelve months ago: Economic conditions in this country?"
Q6B,"Your living conditions compared to 12 months ago | Looking back, how do you rate the following compared to twelve months ago: Your living conditions?"
Q7A,"Country’s economic condition in 12 months time | Looking ahead, do you expect the following to be better or worse: Economic conditions in this country in twelve months time?"
Q7B,"Your living conditions in 12 months time | Looking ahead, do you expect the following to be better or worse: Your living conditions in twelve months time?"
Q8A,"How often gone without food | Over the past year, how often, if ever, have you or anyone in your family gone without: Enough food to eat?"
Q8B,"How often gone without water | Over the past year, how often, if ever, have you or anyone in your family gone without: Enough clean water for home use?"
Q8C,"How often gone without medical care | Over the past year, how often, if ever, have you or anyone in your family gone without: Medicines or medical treatment?"
Q8D,"How often gone without cooking fuel | Over the past year, how often, if ever, have you or anyone in your family gone without: Enough fuel to cook your food?"
Q8E,"How often gone without a cash income | Over the past year, how often, if ever, have you or anyone in your family gone without: A cash income?"
Q9A,"How often feared crime in home | Over the past year, how often, if ever, have you or anyone in your family: Feared crime in your own home?"
Q9B,"How often something stolen from house | Over the past year, how often, if ever, have you or anyone in your family: Had something stolen from your house?"
Q9C,"How often physically attacked | Over the past year, how often, if ever, have you or anyone in your family: Been physically attacked?"
Q10,"Abandon economic reforms vs. accept hardships | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: The costs of reforming the economy are too high; the government should therefore abandon its current economic policies. Statement 2: In order for the economy to get better in the future, it is necessary for us to accept some hardships now."
Q11,Economic policies helped most vs. hurt most | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: The government’s economic policies have helped most people; only a few have suffered. Statement 2: The government’s economic policies have hurt most people and only benefited a few.
Q12A,Radio news | How often do you get news from the following sources: Radio?
Q12B,Television news | How often do you get news from the following sources: Television?
Q12C,Newspaper news | How often do you get news from the following sources: Newspapers?
Q13,Interest in public affairs | How interested would you say you are in public affairs?
Q14,"Discuss politics | When you get together with your friends or family, would you say you discuss political matters:"
Q15A,"Freedom to say what you think | In this country, how free are you: To say what you think?"
Q15B,"Freedom to join any political organizations | In this country, how free are you: To join any political organization you want?"
Q15C,"Freedom to choose who to vote for | In this country, how free are you: To choose who to vote for without feeling pressured?"
Q16,"Question actions of leaders vs. respect authority | Let’s talk for a moment about the kind of society we would like to have in this country. Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Citizens should be more active in questioning the actions of leaders. Statement 2: In our country, citizens should show more respect for authority."
Q17,"Leaders treat all equally vs. help own community | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Since leaders represent everyone, they should not favour their own family or group. Statement 2: Once in office, leaders are obliged to help their home community."
Q18,Government like a parent vs. an employee | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: People are like children; the government should take care of them like a parent. Statement 2: Government is like an employee; the people should be the bosses who control the government.
Q19,"Government bans organization vs. join any | Which of the following statements is closest to your view? Choose Statement 1or Statement 2. Statement 1: Government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it."
Q20,Government close newspapers vs. free to publish | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Government should be able to close newspapers that print stories it does not like. Statement 2: The news media should be free to publish any story that they see fit without fear of being shut down.
Q21,"Government suppress expression vs. people speak minds | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Government should not allow the expression of political views that are fundamentally different from the views of the majority. Statement 2: People should be able to speak their minds about politics free of government influence, no matter how unpopular their views may be."
Q22A,"Member of religious group | Let’s turn to your role in the community. Now I am going to read out a list of groups that people join or attend. For each one, could you tell me whether you are an official leader, an active member, an inactive member, or not a member: A religious group (e.g., church, mosque)?"
Q22B,"Member of voluntary association or community group | Let’s turn to your role in the community. Now I am going to read out a list of groups that people join or attend. For each one, could you tell me whether you are an official leader, an active member, an inactive member, or not a member: Some other voluntary association or community group?"
Q23A,"Attend a community meeting | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Attended a community meeting?"
Q23B,"Join others to raise an issue | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Got together with others to raise an issue?"
Q23C,"Attend a demonstration or protest march | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Attended a demonstration or protest march?"
Q23D,"Voted last election | With regard to the most recent, 2004 national elections, which statement is true for you?"
Q24A,"Make local government councilor listen | In your opinion, how likely is it that you could get together with others and make: Your elected Assembly man/woman listen to your concerns about a matter of importance to the community?"
Q24B,Q24b. Make MPs listen
Q25A,"Contact local government councillor | During the past year, how often have you contacted any of the following persons about some important problem or to give them your views: An Assembly man/woman?"
Q25B,"Contact official of a government agency | During the past year, how often have you contacted any of the following persons about some important problem or to give them your views: A Member of Parliament? | During the past year, how often have you contacted any of the following persons about some important problem or to give them your views: An official of a government agency?"
Q25C,Q25c. Contact official of a government agency
Q26A,Contact formal leader: alone or with group | Think of the last time you contacted any of these leaders. Did you go: Alone or with a group?
Q26B,Contact formal leader: community or personal problem | Think of the last time you contacted any of these leaders. Did you go: To discuss a community problem or a personal problem?
Q27A,"Contact religious leader | During the past year, how often have you contacted any of the following persons about some important problem or to give them your views: A religious leader?"
Q27B,"Contact traditional ruler | During the past year, how often have you contacted any of the following persons about some important problem or to give them your views: A traditional ruler?"
Q27C,"Contact some other influential person | During the past year, how often have you contacted any of the following persons about some important problem or to give them your views: Some other influential person?"
Q28A,Contact informal leader: alone or with group | Think of the last time you contacted any of these leaders. Did you go: Alone or with a group?
Q28B,Contact informal leader: community or personal problem | Think of the last time you contacted any of these leaders. Did you go: To discuss a community problem or a personal problem?
Q29A,Reject one-party rule | There are many ways to govern a country. Would you disapprove or approve of the following alternatives: Only one political party is allowed to stand for election and hold office?
Q29B,Reject military rule | There are many ways to govern a country. Would you disapprove or approve of the following alternatives: The army comes in to govern the country?
Q29C,Reject one-man rule | There are many ways to govern a country. Would you disapprove or approve of the following alternatives: Elections and Parliament/National Assembly are abolished so that the President/Prime Minister can decide everything?
Q30,"Support for democracy | Which of these three statements is closest to your own opinion? Statement 1: Democracy is preferable to any other kind of government. Statement 2: In some circumstances, a non-democratic government can be preferable. Statement 3: For someone like me, it doesn’t matter what kind of government we have."
Q31,"Choose leaders through elections vs. other methods | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: We should choose our leaders in this country through regular, open and honest elections. Statement 2: Since elections sometimes produce bad results, we should adopt other methods for choosing this country’s leaders."
Q32,Political parties divisive vs. many parties needed | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Political parties create division and confusion; it is therefore unnecessary to have many political parties in [Ghana/Kenya/etc.]. Statement 2: Many political parties are needed to make sure that [Ghanaians/Kenyans/etc.] have real choices in who governs them.
Q33,President monitored by parliament vs. free to act on own | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: Parliament should ensure that the President explains to it on a regular basis how his/her government spends taxpayers’ money. Statement 2: The President should be able to devote his/her full attention to developing the country rather than wasting time justifying his actions. 18
Q34,Opposition parties examine government vs. cooperate | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: Opposition parties should regularly examine and criticize government policies and actions. Statement 2: Opposition parties should concentrate on cooperating with government and helping it develop the country.
Q35,"Media checks government vs. avoid negative reporting | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: The news media should constantly investigate and report on corruption and the mistakes made by the government. Statement 2: Too much reporting on negative events, like corruption, only harms the country."
Q36,"Parliament makes laws vs. president does | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. Statement 2: Since the President represents all of us, he/she should pass laws without worrying about what Parliament thinks."
Q37,"President free to act vs. obey the laws and courts | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Since the President was elected to lead the country, he/she should not be bound by laws or court decisions that he thinks are wrong. Statement 2: The President must always obey the laws and the courts, even if he/she thinks they are wrong."
Q38,Presidential two term limits vs. no term limits | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: The Constitution should limit the president to serving a maximum of two terms in office. Statement 2: There should be no constitutional limit on how long the president can serve.
Q39,"Time to deal with problems vs. try another form | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Our present system of elected government should be given more time to deal with inherited problems. Statement 2: If our present system cannot produce results soon, we should try another form of government."
Q40A,"Most important national priority | If you had to choose, which one of the following things: Is most important?"
Q40B,Second most important national priority | And which would be the next most important? 20
Q41A1,Q41a1. Identify MP (verbatim)
Q41A2,Q41a2. Identify MP (code)
Q41B1,Q41b1. Identify Minister of Finance (verbatim)
Q41B2,Q41b2. Identify Minister of Finance (code)
Q42A,Extent of democracy | In your opinion how much of a democracy is [Ghana/Kenya/etc.]? today? 21
Q42B,"Extent of democracy: Vignette A | Alex lives in a country with many political parties and free elections. Everyone is free to speak their minds about politics and to vote for the party of their choice. Elections sometimes lead to a change of ruling party. In your opinion, how much of a democracy is Alex’s country?"
Q42C,"Extent of democracy: Vignette B | Beatrice lives in a country with regular elections. It has one large political party and many small ones. People are free to express their opinions and to vote as they please. But so far, elections have not led to a change of ruling party. In your opinion, how much of a democracy is Beatrice’s country?"
Q42D,"Extent of democracy: Vignette C | Charles lives in a country with regular elections. It has one big political party and many small ones. People are afraid to express political opinions or to vote for the opposition. The opposition is so weak that it seems that it can never win an election. In your opinion, how much of a democracy is Charles’ country?"
Q43,"Satisfaction with democracy | Overall, how satisfied are you with the way democracy works in [Ghana/Kenya/etc.]? Are you:"
Q44A,"Courts make binding decisions | For each of the following statements, please tell me whether you disagree or agree: The courts have the right to make decisions that people always have to abide by."
Q44B,"People must obey the law | For each of the following statements, please tell me whether you disagree or agree: The police always have the right to make people obey the law."
Q44C,"People must pay taxes | For each of the following statements, please tell me whether you disagree or agree: The tax department always has the right to make people pay taxes."
Q45A,"How often party competition leads to conflict | In your opinion, how often, in this country: Does competition between political parties lead to violent conflict?"
Q45B,"How often president ignores laws | In your opinion, how often, in this country: Does the President ignore the laws of the country?"
Q45C,"How often people treated unequally | In your opinion, how often, in this country: Are people treated unequally under the law?"
Q45D,"How often officials unpunished | In your opinion, how often, in this country: Do officials who commit crimes go unpunished?"
Q45E,"How often ordinary people unpunished | In your opinion, how often, in this country: Do ordinary people who break the law go unpunished?"
Q46,"How often careful what you say | In this country, how often: do people have to be careful of what they say about politics?"
Q47,"How much fear political intimidation or violence | During election campaigns in this country, how much do you personally fear becoming a victim of political intimidation or violence?"
Q48A,"How likely powerful find out your vote | How likely do you think it is: That powerful people can find out how you voted, even though there is supposed to be a secret ballot in this country?"
Q48B,Q48b. How likely punished for making complaints
Q49A,"Trust president | How much do you trust each of the following, or haven’t you heard enough about them to say: The President?"
Q49B,"Trust parliament/national assembly | How much do you trust each of the following, or haven’t you heard enough about them to say: Parliament?"
Q49C,"Trust national electoral commission | How much do you trust each of the following, or haven’t you heard enough about them to say: The Electoral Commission of [Ghana, Kenya, etc.]?"
Q49D,"Trust your elected local government council | How much do you trust each of the following, or haven’t you heard enough about them to say: Your Metropolitan, Municipal or District Assembly?"
Q49E,"Trust the ruling party | How much do you trust each of the following, or haven’t you heard enough about them to say: The Ruling Party?"
Q49F,"Trust opposition political parties | How much do you trust each of the following, or haven’t you heard enough about them to say: Opposition Political Parties?"
Q49G,"Trust police | How much do you trust each of the following, or haven’t you heard enough about them to say: The Police?"
Q49H,"Trust courts of law | How much do you trust each of the following, or haven’t you heard enough about them to say: Courts of law?"
Q49I,"Trust traditional leaders | How much do you trust each of the following, or haven’t you heard enough about them to say: Traditional leaders"
Q50A,"Corruption: office of the Presidency | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: The President and Officials in his/her Office?"
Q50B,"Corruption: Members of Parliament | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Members of Parliament?"
Q50C,"Corruption: local government councilors | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Elected Assembly men/women?"
Q50D,"Corruption: government officials | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Government Officials?"
Q50E,"Corruption: police | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Police?"
Q50F,"Corruption: tax officials | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Tax Officials (e.g. Ministry of Finance officials or Local Government tax collectors)"
Q50G,"Corruption: judges and magistrates | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Judges and Magistrates?"
Q50H,"Corruption: traditional leaders | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Traditional leaders? 27"
Q51A,"Pay bribe for: document or permit | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favor to government officials in order to: Get a document or a permit?"
Q51B,"Pay bribe for: water or sanitation services | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favor to government officials in order to: Get water or sanitation services?"
Q51C,"Pay bribe for: avoid problem with police | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favor to government officials in order to: Avoid a problem with the police (like passing a checkpoint or avoiding a fine or arrest)?"
Q52,Most important responsibility of MP | Members of Parliament have different responsibilities. Which of the following do you think is the most important responsibility of your Member of Parliament?
Q53A,Time MP should spend | How much time: Should your Member of Parliament spend in this constituency to visit the community and its citizens?
Q53B,Time MP does spend | How much time: Does your Member of Parliament spend in this constituency?
Q54A,MPs listen | How much of the time do you think the following try their best to listen to what people like you have to say: Members of Parliament?
Q54B,Local government councilors listen | How much of the time do you think the following try their best to listen to what people like you have to say: Assembly men/women?
Q54C,Traditional leaders listen | How much of the time do you think the following try their best to listen to what people like you have to say: Traditional leaders
Q55,"MPs benefit local community vs. whole country | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: In electing a Member of Parliament, I prefer to vote for a candidate who can deliver goods and services to people in this community. 29 Statement 2: In electing a Member of Parliament, I prefer to vote for a candidate who can make policies that benefit everyone in our country."
Q56PT1,"Most important problems – 1st response | In your opinion, what are the most important problems facing this country that government should address?"
Q56PT2,"Most important problems – 2nd response | In your opinion, what are the most important problems facing this country that government should address?"
Q56PT3,"Most important problems – 3rd response | In your opinion, what are the most important problems facing this country that government should address?"
Q57A,"Handling managing the economy | Now let’s speak about the present government of this country. How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Managing the economy?"
Q57B,"Handling improving living standards of the poor | Now let’s speak about the present government of this country. How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Improving the living standards of the poor."
Q57C,"Handling creating jobs | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Creating jobs?"
Q57D,"Handling keeping prices down | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Keeping prices down?"
Q57E,"Handling narrowing income gaps | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Narrowing gaps between rich and poor? 31"
Q57F,"Handling reducing crime | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Reducing crime?"
Q57G,"Handling improving basic health services | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Improving basic health services?"
Q57H,"Handling addressing educational needs | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Addressing educational needs?"
Q57I,"Handling providing water and sanitation services | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Providing water and sanitation services?"
Q57J,"Handling ensuring enough to eat | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Ensuring everyone has enough to eat?"
Q57K,"Handling fighting corruption | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Fighting corruption in government?"
Q57L,"Handling combating HIV/AIDS | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Combating HIV/AIDS?"
Q57M,"Handling and maintaining roads and bridges | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Maintaining roads and bridges?"
Q57N,"Handling providing reliable electric supply | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Providing a reliable supply of electricity?"
Q57O,"Handling protecting rivers and forests | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Protecting our rivers and forests?"
Q57P,"Handling empowering women | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough to say: Empowering women?"
Q58A,Q58a. Primary responsibility: keeping the community clean
Q58B,Q58b. Primary responsibility: managing schools
Q58C,Q58c. Primary responsibility: managing health clinics
Q58D,Q58d. Primary responsibility: collecting income taxes
Q58E,Q58e. Primary responsibility: solving local disputes
Q58F,Q58f. Primary responsibility: allocating land
Q58G,Q58g. Primary responsibility: protecting rivers and forests
Q58H,Q58h. Primary responsibility: maintaining law and order
Q59A,"Local govt. handling maintaining roads | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Maintaining local roads?"
Q59B,"Local govt. handling maintaining local markets | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Maintaining local market places?"
Q59C,"Local govt. handling health standards in restaurants | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Maintaining health standards in public restaurants and food stalls?"
Q59D,"Local govt. handling keeping community clean | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Keeping our community clean (e.g., refuse removed)?"
Q59E,"Local govt. handling collecting license fees | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Collecting license fees on bicycles, carts and barrows?"
Q59F,"Local govt. handling collecting rates on private houses | What about local government? I do not mean the national government. I mean your Metropolitan, Municipal or District Assembly. How well or badly would you say your local government is handling the following matters, or haven’t you heard enough about them to say: Collecting rates on privately owned houses?"
Q60A,"How well local council making work known | How well or badly do you think your Metropolitan, Municipal or District Assembly is practicing the following procedures? Or haven’t you heard enough to have an opinion: Making the Assembly’s program of work known to ordinary people?"
Q60B,"How well local council providing budget information | How well or badly do you think your Metropolitan, Municipal or District Assembly is practicing the following procedures? Or haven’t you heard enough to have an opinion: Providing citizens with the information about the Assembly’s budget (i.e. revenues and expenditures)?"
Q60C,"How well local council allowing citizen participation | How well or badly do you think your Metropolitan, Municipal or District Assembly is practicing the following procedures? Or haven’t you heard enough to have an opinion: Allowing citizens like yourself to participate in the Assembly decisions?"
Q60D,"How well local council consulting others | How well or badly do you think your Metropolitan, Municipal or District Assembly is practicing the following procedures? Or haven’t you heard enough to have an opinion: Consulting others (including traditional, civic and community leaders) before making decisions?"
Q60E,"How well local council handling complaints | How well or badly do you think your Metropolitan, Municipal or District Assembly is practicing the following procedures? Or haven’t you heard enough to have an opinion: Providing effective ways to handle complaints about Assembly men/women or local officials?"
Q60F,"How well local council using government revenues | How well or badly do you think your Metropolitan, Municipal or District Assembly is practicing the following procedures? Or haven’t you heard enough to have an opinion: Guaranteeing that local government revenues are used for public services and not for private gain?"
Q61,"How much ordinary person can do to solve local problems | When there are problems with how local government is run in your community, how much can an ordinary person do to improve the situation?"
Q62A1,Q62a1. Any problems with how local gov't is run in the past year
Q62A,"How often: discuss with others | If you yourself have seen problems in how local government is run in the past year, how often, if at all, did you do any of the following: Discuss the problem with other people in your community?"
Q62B,"How often: join others to respond | If you yourself have seen problems in how local government is run in the past year, how often, if at all, did you do any of the following: Join with others in your community to address the problem?"
Q62C,"How often: discuss with community leaders | If you yourself have seen problems in how local government is run in the past year, how often, if at all, did you do any of the following: Discuss the problems with other community, religious, or traditional leaders?"
Q62D,"How often: write newspaper letter or call radio show | If you yourself have seen problems in how local government is run in the past year, how often, if at all, did you do any of the following: Write a letter to a newspaper or call a radio show?"
Q62E,"How often: make complaint to local government officials | If you yourself have seen problems in how local government is run in the past year, how often, if at all, did you do any of the following: Make a complaint to local government officials, for example, by going in person or by writing a letter?"
Q62F,"How often: make complaint to other government officials | If you yourself have seen problems in how local government is run in the past year, how often, if at all, did you do any of the following: Make a complaint to other government officials, for example, by going in person or by writing a letter?"
Q63A,"Local councilor qualifications: education | Looking at the group of elected Assembly men and women who are presently serving on your Metropolitan, Municipal or District Assembly, how qualified do you think they are to do their jobs? Please rate them according to the following types of qualification. Or haven’t you heard enough to have an opinion: Their level of education?"
Q63B,"Local councilor qualifications: care about community | Looking at the group of elected Assembly men and women who are presently serving on your Metropolitan, Municipal or District Assembly, how qualified do you think they are to do their jobs? Please rate them according to the following types of qualification. Or haven’t you heard enough to have an opinion: The extent that they care about the community?"
Q63C,"Local councilor qualifications: experience managing | Looking at the group of elected Assembly men and women who are presently serving on your Metropolitan, Municipal or District Assembly, how qualified do you think they are to do their jobs? Please rate them according to the following types of qualification. Or haven’t you heard enough to have an opinion: Their experience at managing public service programs?"
Q63D,"Local councilor qualifications: honesty handling funds | Looking at the group of elected Assembly men and women who are presently serving on your Metropolitan, Municipal or District Assembly, how qualified do you think they are to do their jobs? Please rate them according to the following types of qualification. Or haven’t you heard enough to have an opinion: Their honesty at handling public funds?"
Q64A,Payments made: fees for government service | Have you had to make any of the following payments during the past year: Fees for a government service such as education or health care?
Q64B,"Payments made: licence fees to local government | Have you had to make any of the following payments during the past year: Licence fees to local government e.g., for a bicycle, cart, or market stall?"
Q64C,Payments made: property rates or taxes | Have you had to make any of the following payments during the past year: Property rates or taxes?
Q64D,"Payments made: public utility fees | Have you had to make any of the following payments during the past year: Public utility fees, e.g., for water, electricity or telephone?"
Q64E,Payments made: income taxes | Have you had to make any of the following payments during the past year: Income taxes?
Q65,Traditional leaders influence governing local community | How much influence do traditional leaders currently have in governing your local community?
Q66,"Traditional leaders more or less influence | Do you think that the amount of influence traditional leaders have in governing your local community should increase, stay the same, or decrease?"
Q67,"Traditional leaders sit on local government council | Do you think that traditional leaders should sit on your local government council, or not? If so, do you think they should be elected by the people to these seats, appointed by government officials, or selected in some other way?"
Q68,"Traditional leaders non-partisan vs. allow party affiliation | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Traditional leaders must represent all of the their people equally. They should remain non-partisan, and not affiliate themselves with any political party. Statement 2: Traditional leaders are citizens like everyone else and have the right to decide for themselves whether to support a particular party."
Q69,"Traditional leaders independent of govt. vs. receive salary | Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: To best serve their people, traditional leaders must remain independent of the government. They should not receive government salaries. Statement 2: Traditional leaders serve their communities and the government, and they should receive a salary from government for their work."
Q70A,"Performance: President | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: The President."
Q70B,"Performance: MP/National Assembly rep. | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Member of Parliament?"
Q70C,"Performance: local government councilor | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Elected Assembly man/woman?"
Q71,"Elections free and fair | On the whole, how would you rate the freeness and fairness of the last national election, held in [year]. Was it:"
Q72A,Elections ensure parliament reflects voters | Think about how elections work in practice in this country. How well do elections: Ensure that the members of Parliament reflect the views of voters? 43
Q72B,Elections enable voters to remove leaders | Think about how elections work in practice in this country. How well do elections: Enable voters to remove from office leaders who do not do what the people want?
Q73A,"Who responsible: MPs do jobs | Who should be responsible for: Making sure that, once elected, Members of Parliament do their jobs?"
Q73B,"Who responsible: local councilors do jobs | Who should be responsible for: Making sure that, once elected, Assembly men/women do their jobs?"
Q73C,"Who responsible: president does job | Who should be responsible for: Making sure that, once elected, the president does his/her job?"
Q74,Voice heard between elections | How easy or difficult is it for an ordinary person to have his voice heard between elections? 44
Q79,"Tribe or ethnic group | What is your tribe? You know, your ethnic or cultural group."
Q79OTHER,Q79other. Tribe or ethnic group(verbatim)
Q80,"Ethnic group’s economic conditions | Think about the condition of ____________ [R’s Ethnic Group]. Are their economic conditions worse, the same as, or better than other groups in this country?"
Q81,"Ethnic group’s political influence | Think about the condition of ____________ [R’s Ethnic Group]. Do they have less, the same, or more influence in politics than other groups in this country?"
Q82,Ethnic group treated unfairly | How often are ___________s [R’s Ethnic Group] treated unfairly by the government?
Q83,Ethnic or national identity | Let us suppose that you had to choose between being a [Ghanaian/Kenyan/etc.] and being a ________ [R’s Ethnic Group]. Which of the following best expresses your feelings?
Q84A,Trust relatives | How much do you trust each of the following types of people: Your relatives?
Q84B,Trust other people you know | How much do you trust each of the following types of people: Other people you know?
