variable,question_text
Q89B,"Which party **Values: 100-105, 140-147, 180-191, 220-223, 226, 260-265, 300-318, 340-349, 351, 380-409, 420-440, 460-476, 500-519, 540-544, 580-594, 620-644, 660-672, 700-709, 712, 714, 740-757, 780-789, 820-829, 860-865, 900-901, 903-909, 930-934, 1100-1114, 1140-1148, 1180-1189, 1220-1227, 1260-1268, 1300-1311, 1420-1435, 1460-1475, 1500-1533, 1540-1545, 1580-1590, 9995, 9997-9999, -1 **Value Labels: 100=Force cauris pour un bénin Emergent (FCBE de YAYI Boni), 101=Union fait la Nation (UN: Adrien Houngbédji), 102=Alliance ABT 2011 (Abdoulaye Bio Tchané), 103=Union pour la relève (UPR de Issa Salifou), 104=Réveil Patriotique (RP de Janvier Yahouédéhou), 105=Force espoire (FE de Dayori Antoine), 140=Botswana Congress Party (BCP), 141=Botswana Democratic Party (BDP), 142=Botswana Movement For Democracy (BMD), 143=Botswana National Front (BNF), 144=Botswana People’s Party (BPP), 145=Marx Engels Lenin Stalin (MELS), 146=Umbrella Party, 147=Botswana Alliance Movement, 180=ADF/RDA de Gilbert Noël OUEDRAOGO, 181=CDP de Assimi KOUANDA, 182=CFD/B de Amadou Diemdioda DICKO, 183=Le Faso Autrement de Ablassé OUEDRAOGO, 184=PDP/PS de François O. KABORE, 185=PAREN du Pr. Laurent Bado, 186=PDS de Sambo Issouf BA, 187=UNDD de Me.HermannYAMEOGO, 188=UNIR/PS de Me. Bénéwendé Stanislas SANKARA, 189=UPC de Zéphirin DIABRE, 190=UPR de Toussaint Abel COULIBALY, 191=PDS/METBA, 220=Movement for Democracy (MPD), 221=African Party of Independence of Cape Verde (PAICV), 222=Party for Democratic Convergence (PCD), 223=Party of Democratic Renewal (PRD), 226=Cape Verdean Union Independent and Democratic (UCID), 260=Convention People’s Party (CPP), 261=National Democratic Congress (NDC), 262=New Patriotic Party (NPP), 263=People’s National Convention (PNC), 264=Progressive People’s Party (PPP), 265=Democratic People’s Party (DPP), 300=Orange Democratic Movement Party (ODM), 301=Orange Democratic Movement Party of Kenya (ODM-K), 302=Party of National Unity (PNU), 303=National Rainbow Coalition (NARC), 304=NARK-Kenya, 305=Democratic Party of Kenya (DP), 306=Ford Kenya (Ford -K), 307=Ford People (Ford -P), 308=Kenya African National Union (KANU), 309=National Party of Kenya (NPK), 310=Shirikisho Party, 311=Ford Asili (Ford - A), 312=Labour Party of Kenya (LPK), 313=Safina, 314=Kenya African Democratic Develoment Union (KADDU), 315=KADDU -Asili, 316=United Democratic Party of Kenya (UDM), 317=New Ford Kenya (New Ford -K), 318=G7, 340=Democratic Congress (DC), 341=All Basotho Convention (ABC), 342=Lesotho Congress for Democracy (LCD), 343=Basotho National Party (BNP), 344=Popular Front for Democracy (PFD), 346=Lesotho Peoples Congress (LPC), 347=Basotho Democratic National Party (BDNP), 348=Marematlou Freedom Party (MFP), 349=Basotho Congress Party (BCP), 351=Lesotho Workers Party, 380=National Reformation Party (NRP), 381=Free Democratic Party (FDP), 382=Alliance of Peace and Democracy (APD) – UPP & LPP, 383=National Democratic Coalition (NDC), 384=Liberty Party (LP), 385=True Whig Party (TWP), 386=Unity Party (UP), 387=National Democratic Party of Liberia (NDPL), 388=Union of Liberian Democrats (ULD), 389=Congress for Democratic Change (CDC), 390=Liberia Destiny Party (LDP), 391=Progressive Democratic Party (PRODEM), 392=Liberian National Union (LINU), 393=All Liberia Coalition Party (ALCOP), 394=Liberia Reconstruction Party (LRP), 395=National Union for Democratic Progress (NUDP), 396=National Vision Party of Liberia (NATVIPOL), 397=Progressive People’s Party (PPP), 398=Movement for Progressive Change (MPC), 399=Original Congress Party (OCP), 400=Victory for Change (VCP), 401=Majority Party of Liberia (MAPOL), 402=Grassroot Democratic Party of Liberia (GDPL), 403=Citizens Unification Party (CUP), 404=Freedowm 55 Alliance Party of Liberia (FAPL), 405=Liberia Empowerment Party (LEP), 406=Liberia Transformation Party (TPL), 407=Natiinal Social Democratic Party of Liberia, 408=Republican Party (RP), 409=National Patriotic Party (NPP), 420=AKFM (Antokon’ny Kongresin’ny Fahaleovantenan’i Madagasikara), 421=AKFM Fanavaozana (Antokon’ny Kongresin’ny Fahaleovantenan’i Madagasikara Fanavaozana), 422=AME (Antoko Miombon’Ezaka), 423=Antoko Maintso (Hasin’i Madagasikara), 424=AREMA (Antokin’ny REvolisiona Malagasy), 425=AVI (Asa vita no Ifampitsarana), 426=CRN-AFFA, 427=GRAD ILOAFO (Groupe de Réflexion pour le Développement à Madagascar), 428=LEADER FANILO (Liberalisme Economique et Action Democratique pour la Réconciliation ), 429=Mahaleo tena, 430=MAMAFISOA (Malagasy MAndroso ao anatin’ny FIhavanana sy ny SOAtoavina), 431=MFM (Mitilona ho amin’ny Fampandrosoana), 432=MDM (Miara Mientana ho an’ny Demokrasia), 433=MONIMA (MOvement National pour l’Indépendance de Madagascar), 434=MTS (Malagasy Tonga Saina), 435=RPSD-Vaovao (Rassemblement pour la Social Démocratie), 436=TEZA, 437=TGV (Tanora malaGasy Vonona), 438=TIM (Tiako i Madagasikara), 439=UNDD (Union Nationale pour le Développement et la Démocratie), 440=MAF AVOKO, 460=Alliance for Democracy (AFORD), 461=Congress for Democrats (CODE), 462=Democratic Progressive Party (DPP), 463=Malawi Forum for Unity and Development (MAFUNDE), 464=Malawi Congress Party (MCP), 465=Malawi Democratic Party (MDP), 466=Maravi People’s Party (MPP), 467=Movement for Genuine Democracy (MGODE), 468=National Salvation Front (NSF), 469=New Rainbow Coalition Party (NARC), 470=New Republican Party (NRP), 471=People’s Democratic Movement (PDM), 472=People’s Party (PP), 473=People’s Progressive Movement (PPM), 474=People’s Transformation Party (PETRA), 475=Republican Party (RP), 476=United Democratic Front (UDF), 500=ADEMA – PASJ (Alliance pour la démocratie au Mali) / Dioncounda Traoré, 501=BARA (Bloc des alternatives pour le renouveau africain) / Pr. Yoro Diakitéa, 502=BEDIA - FASO JIGI (Bloc pôur la démocratie et l'intégration africaine) / Ibrahim Bocar Bah, 503=CDS - MOGO TIGIYA (Convention sociale démocrate) / Mamadou Blaise Sangaré, 504=CNAS (Convention nationale des associations de soutien à Soumana Sako), 505=CNID - FASO YIRIWA TON (Congrès national d'initiative démocratique) / Me Mountaga Tall, 506=CODEM (Convergence pour le développement du Mali) / Ousséni Amion Guindo, 507=LSJ (Ligue solidarité justice) / Oumar Koïta, 508=MIRIA (Mouvement pour l'indépendance, la renaissance et l'intégration africaine) Mamadou Kassa Traoré, 509=MPR (Mouvemùent patriotique pour le renouveau) / Choguel Kokala Maïga, 510=PARENA (Parti pour la rennaissance nationale) / Tiébilé Dramé, 511=PDES (Parti pour le développement économique et la solidarité) ATT / Ahmed Diane Séméga, 512=PSP (Parti pour la solidarité et le progrès) Oumar Hamadoun Dicko, 513=RPDM (Rassemblement pour le développement du Mali) / Cheick Modibo Diarra, 514=RPM (Rassemblement pour le Mali) / IBK ou Ibrahim Boubacar Kéïta, 515=SADI (Solidarité africaine pour la démocratie et l'indépendance) Dr. Oumar Mariko / Cheick Oumar Sissoko, 516=UDD (Union pour la démocratie et le développement) Moussa Balla Coulibaly / Tiéman Coulibaly, 517=UM - RDA (Union malienne du rassemeblement démocratique africain) Dr. Badara Aliou Macalou, 518=URD (Union pour la République et la démocratie) Soumaïla Cissé / Younoussi Touré, 519=YELEMA, 540=Frelimo (Frente de Libertação de Moçambique), 541=Renamo (Resistência Nacional Moçambicana), 542=MDM (Movimento Democrático Moçambicano), 543=PDD (Partido para a Paz, Democracia e Desenvolvimento), 544=PIMO (Partido Independente Moçambicano), 580=APP (All People’s Party), 581=CoD (Congress of Democrats), 582=DTA (DTA of Namibia), 583=MAG (Monitor Action Group), 584=Namibia DMC (Namibia Democratic Movement for Change), 585=NUDO (National Unity Democratic Organisation of Namibia), 586=NDP (National Democratic Party of Namibia), 587=RDP (Rally for Democracy and Progress), 588=RP (Republican Party of Namibia), 589=SWANU (Swanu of Namibia), 590=SWAPO (SWAPO Party of Namibia), 591=UDF (United Democratic Front of Namibia), 592=Communist Party, 593=DPN (Democratic Party of Namibia), 594=UPM (United People’s Movement), 620=Advanced Congress of Democrats (ACD), 621=Action Congress of Nigeria (ACN), 622=Alliance for Democracy (AD), 623=African Democratic Congress (ADC), 624=All Nigeria People’s Party (ANPP), 625=All Progressives Grand Alliance (APGA), 626=All People’s Party (APP), 627=African Renaissance Party (ARP), 628=Conscience People’s Congress (CPC), 629=Community Party of Nigeria (CPN), 630=Democratic Alternative (DA), 631=Democratic People’s Party (DPP), 632=Democratic Socialist Movement (DSM), 633=Fresh Democratic Party (FDP), 634=Labour Party (LP), 635=Masses Movement of Nigeria (MMN), 636=National Conscience Party (NCP), 637=New Democrats (ND), 638=People’s Democratic Party (PDP), 639=Progressive People’s Alliance (PPA), 640=Peoples Progressive Party (PPP), 641=People’s Redemption Party (PRP), 642=People’s Salvation Party (PSP), 643=Social Democratic Mega Party, 644=United Nigeria People’s Party, 660=Parti Démocratique Sénégalais, 661=Parti Socialiste, 662=Alliance des Forces du Progrès, 663=Alliance Pour la République, 664=REWMI, 665=Union pour le Renouveau Démocratique, 666=Front pour le Socialisme et la Démocratie/ Benno Jubbel, 667=Parti pour l, Indépendance et le Travail, 668=Mouvement pour le Rassemblement Démocratique Sénégalais, 669=JEF JEL, 670=Ligue Démocratique /Mouvement Populaire pour le Travail, 671=BOOK GUIS GUIS, 56 672=BENO BOOK YAKAAR, 700=African Christian Democratic Party (ACDP), 701=African Muslim Party (AMP), 702=African National Congress (ANC), 703=Azanian People’s Organization (AZAPO), 704=Congress of the people (COPE), 705=Democratic Alliance (DA), 706=Freedom Front / Vryheidsfront Plus (VF Plus), 708=Inkatha Freedom Party (IFP), 709=Minority Front (MF), 712=Pan Africanist Congress (PAC), 714=United Democratic Movement (UDM), 740=Chama cha Mapinduzi (CCM), 741=The Civic United Front (CUF), 742=Chama cha Demokrasia na Maendeleo (CHADEMA), 743=The Union for Multiparty Democracy of Tanzania (UMD), 744=National Convention for Construction and Reform (NCCR – MAGEUZI), 745=National Convention for Construction and Reform (NCCR – MAGEUZI), 746=United People’s Democratic Party (UPDP), 747=The National Reconstruction Alliance (NRA), 748=Tanzania Democratic Alliance (TADEA), 749=Tanzania Labour Party (TLP), 750=United Democratic Party (UDP), 751=DEMOKRASIA MAKINI, 752=Chama cha Haki na Ustawi (CHAUSTA), 753=The Forum for Restoration of Democracy (FORD), 754=Democratic Party (DP), 755=The Progressive Party of Tanzania (PPT – MAENDELEO), 756=JAHAZI ASILIA, 757=SAUTI YA UMMA (SAU), 780=National Resistance Movement (NRM), 781=Forum for Democraric Change (FDC), 782=Democratic Party (DP), 783=Conservative Party (CP), 784=Uganda Peoples Congress (UPC), 785=The Peoples Progressive Party (PPP), 786=Social Democratic Party (SDP), 787=Uganda Federal Alliance (UFA), 788=The Justice Forum (JEEMA), 789=The People's Development Party (PDP), 820=Alliance for Democracy & Development (ADD), 821=Forum for Democracy & Developments (FDD), 822=Heritage Party (HP), 823=Movement for Multiparty Democracy (MMD), 824=National Movement for Progress (NMP), 825=National Restoration Party (NAREP), 826=Patriotic Front (PF), 827=United National Independence Party (UNIP), 828=United Party for National Development (UPND), 829=Zambians for Empowerment & Development (ZED), 860=Movement for democratic Change-Tsvangirai (MDC-T), 861=Zimbabwe African national Union-Patriotic Front (ZANU-PF), 862=Movement for Democratic Change-Mutambara (MDC-M), 863=Mavambo.Kusile.Dawn. (MKD), 864=Zimbabwe African Patriotic Union-Dabengwa (ZAPU-Dabengwa), 865=Movement for Democratic Change-Ncube (MDC-N), 900=Mauritian Labour Party, 901=Mauritian Social Democratic Party (PMSD), 903=Mauritian Socialist Movement (MSM), 904=Mauritian Solidarity Front (FSM), 905=Mauritian Militant Movement (MMM), 906=National Union (UN), 907=Rodrigues Movement (MR), 908=Rodrigues People's Organization (OPR), 909=Front Patriotique Rodriguais (FPR), 930=All People’s Congress (APC), 931=Sierra Leone People’s Party (SLPP), 932=People’s Movement for Democratic Change (PMDC), 933=National Democratic Alliance (NDA), 934=United Democratic Movement (UDM) Party, 1100=Alliance Nigérienne pour la Démocratie et le Progrès (ANDP Zaman Lahiya), 1101=Convention Démocratique et Sociale (CDS Rahama), 1102=Mouvement National pour la Société de Développement (MNSD Nassara), 1103=Mouvement Démocratique Nigérien pour une Fédération Africaine (MODEN FA Lumana), 1104=Parti Nigérien pour l’Auto gestion (PNA Al’Oumat), 1105=Parti Nigérien pour la Démocratie et le Socialisme (PNDS Tarayya), 1106=Parti Progressiste Nigérien (PPN RDA), 1107=Parti Social Démocrate Nigérien (PSDN Alhéri), 1108=Parti pour l’Union National et la Démocratie (PUND Salama), 1109=Rassemblement pour la Démocratie et le Progrès (RDP Jama’a), 1110=Rassemeblement Social Démocrate (RSD Gaskia), 1111=Union des Forces Populaires pour la Démocratie et le Progrès (UDFP Sawaba), 1112=Union pour la Démocratie et le Progrès Social (UDPS Amana), 1113=Union pour la Démocratie et le République (UDR Tabbat), 1114=Union des Nigériens Indépendants (UNI), 1140=UNIR (Union pour la République) de Faure Essozimna Gnassingb, 1141=UFC (Union des Forces de Changement) de Gilchrist Olympio, 1142=ANC (Alliance Nationale pour le Changement) de Jean-Pierre F, 1143=CAR (Comité d’Action pour le Renouveau) de Me Yaovi Agboyibo, 1144=CDPA (Convention Démocratique des Peuples Africains) du Prof, 1145=PRR (Parti du Renouveau et de la Rédemption) de Nicolas Laws, 1146=OBUTS (Organisation pour Batir dans l’Union un Togo Solidair, 1147=UDPS (Union pour la Démocratie et le Progrès Social), 1148=ADDI (Alliance des Démocrates pour le Développement Intégral, 1180=Conseil Natinal pour la Défense de la Démocratie-Forces de D, 1181=Front National de Liibération (FNL), 1182=Unité pour le Progrès National, 1183=Front pour la Démocratie au Burundi Sahwanya-Frodebu, 1184=Conseil National pour la Défense de la Démocratie (CNDD) (Lé, 1185=Mouvement pour la Solidarité et la Démocratie (MSD), 1186=Union pour la Paix et la Démocratie - UPD-Zigamibanga, 1187=Sahwanya- Frodebu Nyakuri, 1188=Front National de Libération (FNL-Miburo), 1189=Mouvement de Rassemblement pour la Réhabilitation du Citoyen, 1220=Cameroon People’s Democratic Movement (CPDM), 1221=Social Democratic Front (SDF), 1222=National Union For Democracy and Progress (UNDP), 1223=Union Démocratique du Cameroun (UDC), 1224=Mouvement Progressiste (MP), 1225=UPC, 1226=ADD, 1227=MDR, 1260=Rassemblement des Républicains (RDR), 1261=Parti démocratique de Côte d’Ivoire (PDCI), 1262=Front populaire ivoirien (FPI), 1263=Union pour la Démocratie et pour la Paix en Côte d’Ivoire (UDPCI), 1264=Union démocratique et citoyenne (UDCY), 1265=Mouvement des Forces d’Avenir d’Innocent (MFA), 1266=Parti Ivoirien des Travailleurs (PIT), 1267=Parti des sociaux démocrates (USD), 1268=Union Pour la Côte d’Ivoire (UPCI), 1300=Rassemblement du Peuple de Guinée, 1301=Union des 57 Forces Democratique de la Guinée, 1302=Union des Forces Republicaines, 1303=Parti de l’ Espoir pour le Développement National, 1304=Nouvelle Generation pour la Republique, 1305=Union pour le progrés, 1306=Parti de l’Unité et du Progrés, 1307=Guinée pour Tous, 1308=Rassemblement pour le Développement Intégré de la Guinée, 1309=Rassemblement Des Républicains, 1310=Union pour le Progrès et du Renouveau, 1311=Nouvelles Forces Démocratiques, 1420=National Liberation Front, 1421=National Rally for Democracy, 1422=Front of Socialist Forces, 1423=Rally for Culture and Democracy, 1424=Workers’ Party, 1425=Renaissance Movement, 1426=Movement of Society for Peace, 1427=TAJ, 1428=Party of Algerian Renewal, 1429=Algerian National Front, 1430=National Direction, 1431=Islamic Direction, 1432=Socialist Direction, 1433=Democratic Direction, 1434=Capitalist Direction, 1435=Party of the New Generation, 1460=Freedom and Justice Party (Mohammad Morsi), 1461=Light Party, 1462=Constitution Party, 1463=Egyptian Social Democratic Party, 1464=Strong Egypt Party (Abdel Moneim Aboul Fotouh), 1465=New Center Party, 1466=Dignity Party, 1467=Flag Party (Hazem Salah Abo Ismail), 1468=The Homeland Party, 1469=New Wafd Party, 1470=Popular Socialist Alliance Party, 1471=Ghad Al-Thawra Party, 1472=Popular Current Party (Hamdeen Sabahi), 1473=Conference Party (Amro Musa), 1474=Ahmad Shafiq, 1475=The army, 1500=Socialist Union of Popular Forces (U.S.F.P), 1501=Istiqlal Party (P.I), 1502=Party of Justice and Development (P.J.D), 1503=National Rally of Independents (R.N.I), 1504=Popular Movement (M.P), 1505=Party of Socialist Unity (P.S.U), 1506=Party of Progress and Socialism (P.P.S), 1507=Constitutional Union (U.C), 1508=Social Democratic Movement (M.D.S), 1509=Front Party of Democratic Forces (F.F.D), 1510=Action Party (P.A), 1511=Party of the Democratic Socialist Avan -Garde (Pads), 1512=Party of Social Center (Pc), 1513=National Assembly Ittihadi (C.N.I), 1514=Party of Citizen Forces (P.F.C), 1515=Party of Reform and Development (P.R.D), 1516=Liberal Moroccan Party (P.M.L), 1517=Party of Renewal and Equity (P.R.E), 1518=Party of Renaissance and Virtue, 1519=Socialist Party, 1520=Labour Party, 1521=Authenticity and Modernity Party (Pam), 1522=Annahda Party, 1523=Al Amal Party, 1524=Moroccan Union for Democracy, 1525=Party of Democratic Society, 1526=Party of Freedom and Social Justice, 1527=Annajah Addimoqrati Party, 1528=Unity and Democracy Party, 1529=Al Ahd Addimoqrati Party, 1530=National Union for Popular Forces (U.N.F.P), 1531=Al Shurra and Istiklal Party, 1532=Party of Environment and Sustainable Development, 1533=Green Party of The Left, 1540=National Congress Party, 1541=Popular Congress Party, 1542=Al-Umma Party, 1543=Sudanese Communist Party, 1544=Popular Freedom, 1545=Democratic Unionist Origin Party, 1580=An-Nahda, 1581=Nidaa Tounes, 1582=The Congress for the Republic (CPR), 1583=Democratic Forum for Labour and Liberties or (FDTL), 1584=The Republican Party (Al-Hizeb Al- Joumhouri), 1585=Parti la voie Tunisienne (Hizeb Al-Masar Al-Tunisi), 1586=Tunisian Workers’s Party, 1587=The Popular Front, 1588=The People’s Petition for Freedom, Justice, and Development Party, 1589=Hizb Uttahrir, 1590=Elwafa Litounes Movement, 9995=Other, 9996=Not asked, 9997=Not applicable, 9998=Refused to answer, 9999=Don’t know, -1=Missing | Which party is that?"
Q89BOTHER,Q89bother. Which party (verbatim)
Q90A,Own radio | Which of these things do you personally own: Radio?
Q90B,Own television | Which of these things do you personally own: Television?
Q90C,"Own motor vehicle, car, or motorcycle | Which of these things do you personally own: Motor vehicle, car or motorcycle?"
Q91A,How often use a computer | How often do you use: A computer?
Q91B,How often use the internet | How often do you use: The Internet?
Q92,"Usage and ownership of mobile phone | Do you ever use a mobile phone? If so, who owns the mobile phone that you use most often?"
Q93A,How often use a cell phone to make or receive call | How often do you normally use a mobile phone to: Make or receive a call?
Q93B,How often use cell phone to send or receive a text message | How often do you normally use a mobile phone to: Send or receive a text message or SMS?
Q93C,How often use cell phone to send or receive money | How often do you normally use a mobile phone to: Send or receive money or pay a bill?
Q94,"How many mobile phones in household | How many mobile phones are owned in total by members of your household, including yourself?"
Q94A_ARB,Use phone to: identify political activities | How Do you use a cellphone or a computer to identify political activities taking place in your country?
Q94B_ARB,Use phone to: express your political opinions | How Do you use a cellphone or a computer to express your opinions on political issues?
Q94C_ARB,Use phone to: learn about opposing political opinions | How Do you use a cellphone or a computer to find out opposing political opinions in your country?
Q95A,"Source of water for household use | Please tell me whether each of the following are available inside your house, inside your compound, or outside your compound: your main source of water for household use?"
Q95B,"Location of toilet or latrine | Please tell me whether each of the following are available inside your house, inside your compound, or outside your compound: A toilet or latrine"
Q96,"Employment status | Do you have a job that pays a cash income? If yes, is it full-time or part-time? If no, are you presently looking for a job?"
Q96_ARB,What is your main occupation?
Q96_ARB_OTHER,Q96.arb.other. Main occupation (verbatim)
Q97,Education of respondent | What is the highest level of education you have completed?
Q98A,"Religion of respondent **Values: 0-34, 144-146, 220, 260, 300-304, 420-422, 460-466, 480, 500-503, 540-543, 620, 700-702, 780, 820-824, 860-865, 900-903, 930-931, 1140, 1260-1262, 1420, 9995, 9998-9999, -1 **Value Labels: 0=None, 1=Christian only, 2=Roman Catholic, 3=Orthodox, 4=Coptic, 5=Anglican, 6=Lutheran, 7=Methodist, 8=Presbyterian, 9=Baptist, 10=Quaker/Friends, 11=Mennonite, 12=Evangelical, 13=Pentecostal, 14=Independent, 15=Jehovah's Witness, 16=Seventh Day Adventist, 17=Mormon, 18=Muslim only, 19=Sunni only, 20=Ismaeli, 21=Mouridiya Brotherhood, 22=Tijaniya Brotherhood, 23=Qadiriya Brotherhood, 24=Shia only, 25=Traditional/ethnic religion, 26=Hindu, 27=Bahai, 28=Agnostic(Do not know if there is a God), 29=Atheist(Do not believe in a God), 30=Dutch Reformed, 31=Calvinist, 32=Church of Christ, 33=Zionist Christian Church, 34=Apostolic, 35=Brethren in Christ, 36=New Apostolic Church, 37=Old Apostolic, 144=UCCSA, 145=St John Apostolic, 220=Christian Rationalism, 420=Rhema, 421=Vahao ny Oloko, 422=Toby Betela, 461=Last Church, 462=Utopia Church, 463=Bible Believers, 464=Covenant Church, 465=Emmanuel, 466=Nationality, 500=Confrerie de la Trabiya, 501=Confrerie de la Hamadiya (Hamalite), 540=Twelve Apostles, 542=Nazaren, 543=Topia, 620=Izala, 701=NG Kerk, 702=Nazareth Church, 780=Voice of unity/unity of christ/faith of unity, 821=CMML, 822=Faith Apostolic, 824=United Church of Zambia, 860=Zaoga, 861=Salvation Army, 862=Johanne Masowe, 864=African Apostolic Faith, 865=United Church, 900=Buddhist, 901=Marathi, 902=Tamil, 903=Telegu, 930=Bashariya Mission, 931=Hisbulah Mission, 1140=Assembly of God, 1260=Harriste, 1261=Christianisme Celeste, 1262=CMA, 1420=Ibadi, 9995=Other, 9998=Refused, 9999=Don't know, -1=Missing | What is your religion, if any?"
Q98AOTHER,Q98aother. Religion of respondent (verbatim)
Q98B,Importance of religion | How important is religion in your life?
Q98C_ARB,How often religious group treated unfairly | How often is [Respondent’s religious group] treated unfairly by government? 61
Q98D_ARB,Choose religious or national identify | Let us suppose that you had to choose between being an [Country Name] and being a [religious group]. Which of the following statements best expresses your feelings?
