variable,question_text
q6a,"Score self poor/rich today | On a scale between 0 and 10, where 0 are “poor” people and 10 are “rich” people: Which number would you give yourself today?"
q6b,"Score parent rich/poor 10 years ago | On a scale between 0 and 10, where 0 are “poor” people and 10 are “rich” people: Which number would you give your parents ten years ago?"
q6c,"Score children rich/poor in future | On a scale between 0 and 10, where 0 are “poor” people and 10 are “rich” people: Which number do you expect your children to attain in the future?"
q7a,"Depend on earning a wage or salary | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Earning a wage or salary?"
q7b,"Depend on buying and selling goods | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Buying and selling goods as a trader?"
q7c,"Depend on work in-kind | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Doing work in return for food or shelter?"
q7d,"Depend on employing others to work for you | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Employing other people to work for you?"
q7e,"Depend on community savings group | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Participating in a community savings group?"
q7f,"Depend on borrowing money from friends or family | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Borrowing money from friends or family?"
q7g,"Depend on borrowing money from a bank | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Borrowing money from a bank?"
q7h,"Depend on receiving money from family working elsewhere in the country | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Receiving money from family members working elsewhere in the country?"
q7i,"Depend on receiving money from family working in other countries | Considering ALL the activities you engage in to secure a livelihood, how much do you depend on: Receiving money from family members working in other countries?"
q8a,"Time spent working to earn money | On an average day, roughly how much time do you spend on the following activities: Working to earn money? 9"
q8b,"Time spent growing own food | On an average day, roughly how much time do you spend on the following activities: Growing your own food?"
q8c,"Time spent doing household work | On an average day, roughly how much time do you spend on the following activities: Doing household work?"
q8d1,"Time spent caring for own family’s children | On an average day, roughly how much time do you spend on the following activities: Caring for your own family’s children?"
q8d2,"Time spent caring for orphaned children | On an average day, roughly how much time do you spend on the following activities: Caring for orphaned children?"
q8e,"Time spent caring for sick household members | On an average day, roughly how much time do you spend on the following activities: Caring for sick household members?"
q8f,"Time spent taking care of own illness | On an average day, roughly how much time do you spend on the following activities: Taking care of your own illness?"
q9a,"How often gone without food | Over the past year, how often, if ever, have you or your family gone without: Enough food to eat?"
q9b,"How often gone without water | Over the past year, how often, if ever, have you or your family gone without: Enough clean water for home use?"
q9c,"How often gone without medical care | Over the past year, how often, if ever, have you or your family gone without: Medicines or medical treatment?"
q9d,"How often gone without electricity | Over the past year, how often, if ever, have you or your family gone without: Electricity in your home?"
q9e,"How often gone without cooking fuel | Over the past year, how often, if ever, have you or your family gone without: Enough fuel to cook your food?"
q9f,"How often gone without cash income | Over the past year, how often, if ever, have you or your family gone without: A cash income?"
q10a,Who assists with food | To whom do you usually turn when you are unable to get: Enough food to eat?
q10b,Who assists with water | To whom do you usually turn when you are unable to get: Enough clean water for home use?
q10c,Who assists with medical care | To whom do you usually turn when you are unable to get: Medicines or medical treatment?
q10d,Who assists with electricity | To whom do you usually turn when you are unable to get: Electricity in your home?
q10e,Who assists with cooking fuel | To whom do you usually turn when you are unable to get: Enough fuel to cook your food?
q10f,Who assists with cash income | To whom do you usually turn when you are unable to get: A cash income?
q11a,"How often feared crime in home | Over the past year, how often (if ever) have you or anyone in your family: Feared crime in your own home?"
q11b,"How often something stolen from home | Over the past year, how often (if ever) have you or anyone in your family: Had something stolen from your house?"
q11c,"How often physically attacked | Over the past year, how often (if ever) have you or anyone in your family: Been physically attacked?"
q12,"Prefer market or government-run economy | Which of these three statements is closest to your own opinion? A: A free market economy is preferable to an economy run by the government. [Interviewer prompted if necessary:] In a free market economy, individuals decide for themselves which goods to produce and what to buy and sell. In a government-run economy, the government decides these things. B: A government-run economy is preferable to a free market economy. C: For someone like me, it doesn’t matter what kind of economic system we have."
q13a,Government plans production and distribution | There are many ways to manage an economy. Would you disapprove or approve of the following alternatives: The government plans the production and distribution of all goods and services?
q13b,"Individuals decide what to produce, buy, sell | There are many ways to manage an economy. Would you disapprove or approve of the following alternatives: Individuals decide for themselves what to produce and what to buy and sell?"
q13c,People go back to the land | There are many ways to manage an economy. Would you disapprove or approve of the following alternatives: People go back to the land and provide mainly for their own needs as a community?
q13d,Economic experts make important decisions | There are many ways to manage an economy. Would you disapprove or approve of the following alternatives: Economic experts (including foreign donors and investors) make the most important decisions about our economy?
q13e,Wealthy people provide for community needs | There are many ways to manage an economy. Would you disapprove or approve of the following alternatives: Wealthy Batswana provide for the needs of their own communities?
q14,"Free schooling vs. user fees | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: It is better to have free schooling for our children, even if the quality of education is low. B: It is better to raise educational standards, even if we have to pay school fees."
q15,"Privatized agricultural marketing vs. government control | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: It is better for private traders to handle agricultural marketing, even if some farmers get left out. B: It is better for government to buy and sell crops, even if some farmers are served late."
q16,"More jobs, low wages vs. fewer jobs, high wages | Which of the following statements is closest to your view? Choose Statement A or Statement B. 14 A: It is better for everyone to have a job even if this means that average wages are low. B: It is better to have higher wages, even if this means that some people go without a job."
q17,"Respect for property rights vs. right to seize | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: The government must abide by the law in acquiring any property, including paying the owner. B: In order to develop the country, the government should have the power to seize property without compensation."
q18,"Civil servants keep jobs vs. lay offs to reduce costs | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: All civil servants should keep their jobs, even if paying their salaries is costly to the country. B: The government cannot afford so many public employees and should lay some of them off."
q19,"Allow imports vs. protect local producers | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: It is a good idea to import affordable goods from other countries, even if some of our own producers are forced out of business. B: We must protect producers within our own country by imposing tariffs that make imported goods more expensive."
q20,"Abandon economic reforms vs. accept hardships | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: The costs of reforming the economy are too high; the government should therefore abandon its current economic policies. B: In order for the economy to get better in the future, it is necessary for us to accept some hardships now."
q21,Economic policies helped most vs. hurt most | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: The government’s economic policies have helped most people; only a few have suffered. B: The government’s economic policies have hurt most people and only benefited a few.
q22a,"Present vs. past: Availability of goods | We are now going to compare our present economic system with the economic system a few years ago. Please tell me if the following things are worse or better now than they used to be, or about the same: The availability of goods?"
q22b,"Present vs. past: People’s living standard | We are now going to compare our present economic system with the economic system a few years ago. Please tell me if the following things are worse or better now than they used to be, or about the same: People’s standard of living?"
q22c,"Present vs. past: Job opportunities | We are now going to compare our present economic system with the economic system a few years ago. Please tell me if the following things are worse or better now than they used to be, or about the same: The availability of job opportunities?"
q22d,"Present vs. past: Gap between rich and poor | We are now going to compare our present economic system with the economic system a few years ago. Please tell me if the following things are worse or better now than they used to be, or about the same: The gap between the rich and the poor?"
q22e,"Present vs. past: Security of property | We are now going to compare our present economic system with the economic system a few years ago. Please tell me if the following things are worse or better now than they used to be, or about the same: The security of property from seizure by the government? [Interviewer prompted if necessary:] You know, the way the government sometimes takes land to give it to someone else."
q23,"Satisfied with government’s reduced economic role | As you may know, the government has reduced its role in the economy. Overall, how satisfied are you with the way this policy works?"
q24a,"Member of religious group | Let’s turn to your role in the community. Now I am going to read out a list of groups that people join or attend. For each one, could you tell me whether you are an official leader, an active member, an inactive member, or not a member: A religious group (e.g. church, mosque)?"
q24b,"Member of trade union or farmers association | Now I am going to read out a list of groups that people join or attend. For each one, could you tell me whether you are an official leader, an active member, an inactive member, or not a member: A trade union or farmers association/club/cooperative?"
q24c,"Member of professional or business association | Now I am going to read out a list of groups that people join or attend. For each one, could you tell me whether you are an official leader, an active member, an inactive member, or not a member: A professional or business association?"
q24d,"Member of community development association | Now I am going to read out a list of groups that people join or attend. For each one, could you tell me whether you are an official leader, an active member, an inactive member, or not a member: A community development or self-help association? 17"
q25a,"Discuss politics | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Discussed politics with friends or neighbors?"
q25b,"Attend a community meeting | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Attended a community meeting?"
q25c,"Join others to raise an issue | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Got together with others to raise an issue?"
q25d,"Attend a demonstration or protest march | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Attended a demonstration or protest march?"
q25e,"Used force or violence for political cause | Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have done any of these things during the past year. If not, would you do this if you had the chance: Used force or violence for a political cause?"
q26a,Radio news | How often do you get news from the following sources: Radio?
q26b,Television news | How often do you get news from the following sources: Television?
q26c,Newspaper news | How often do you get news from the following sources: Newspapers?
q27,Q27. Interest in public affairs
q28a,Politics and government too complicated | Do you agree or disagree with the following statements? Politics and government sometimes seem so complicated that you can’t really understand what’s going on.
q28b,"Others don’t listen to you | Do you agree or disagree with the following statements? As far as politics are concerned, friends and neighbors do not listen to you."
q28c,"Can make elected representatives listen | Do you agree or disagree with the following statements? If you had to, you would be able to get together with others to make elected representatives listen to your concerns. 19"
q29a,"Contact local government representative | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: A Local Government Representative?"
q29a1,"Contact regional government representative | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: A Regional Government Representative?"
q29b,"Contact Parliamentary Representative | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: A Parliamentary Representative?"
q29c,"Contact official of a government ministry | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: An official of a government ministry?"
q29d,"Contact political party official | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: A political party official?"
q29e,"Contact religious leader | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: A religious leader?"
q29f,"Contact traditional ruler | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: A traditional ruler?"
q29g,"Contact some other influential person | During the past year, how often have you contacted any of the following persons for help to solve a problem or to give them your views: Some other influential person? [Interviewer prompted if necessary:] You know, someone with more money or power than you who can speak on your behalf."
q30,"Choose leaders through elections vs. other methods | Let’s change the subject. I would like to hear your views about how this country is governed. Which of the following statements is closest to your view? Choose Statement A or Statement B. A: We should choose our leaders in this country through regular, open and honest elections. B: Since elections sometimes produce bad results, we should adopt other methods for choosing this country’s leaders."
q31,Political parties divisive vs. many parties needed | Which of the following statements is closest to your views? Choose Statement A or Statement B. A: Political parties create division and confusion; it is therefore unnecessary to have many political parties in Botswana. B: Many political parties are needed to make sure that Batswana have real choices in who governs them.
q32,"No term limits for president vs. two terms only | Which of the following statements is closest to your views? Choose Statement A or Statement B. A: The President of [country] should be able to serve as many terms in office as he wishes. B: In [country], the President must obey the law, including the constitution, for example by serving no more than two terms in office."
q33,"Parliament makes laws vs. president does | Which of the following statements is closest to your views? Choose Statement A or Statement B. A: The members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. B: Since the President represents all of us, he should pass laws without worrying about what Parliament thinks."
q34,"Time to deal with problems vs. try another form | Which of the following statements is closest to your views? Choose Statement A or Statement B A: Our present system of elected government should be given more time to deal with inherited problems. B: If our present system cannot produce results soon, we should try another form of government."
q35a,Reject one-party rule | There are many ways to govern a country. Would you disapprove or approve of the following alternatives? Only one political party is allowed to stand for election and hold office.
q35b,Reject rule by chiefs or elders | There are many ways to govern a country. Would you disapprove or approve of the following alternatives? All decisions are made by a council of chiefs or elders.
q35c,Reject military rule | There are many ways to govern a country. Would you disapprove or approve of the following alternatives? The army comes in to govern the country.
q35d,Reject one-man rule | There are many ways to govern a country. Would you disapprove or approve of the following alternatives? Elections and Parliament are abolished so that the president can decide everything.
q36a,"Present vs. past: Free to say what you think | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: Freedom to say what you think?"
q36b,"Present vs. past: Free to join any organization | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: Freedom to join any political organization you want?"
q36c,"Present vs. past: Freedom of unjust arrest | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: Freedom from being arrested when you are innocent?"
q36d,"Present vs. past: Voting freedom | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: Freedom to choose who to vote for without feeling pressured?"
q36e,"Present vs. past: Ability to influence government | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: The ability of ordinary people to influence what government does?"
q36f,"Present vs. past: Safety from crime and violence | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: Safety from crime and violence?"
q36g,"Present vs. past: Equal treatment for all | We are going to compare the current administration under [president] with the previous administration under [president]. Please tell me if the following things are worse or better now than they used to be, or about the same: Equal and fair treatment for all people by government?"
q37,How democratic | In your opinion how much of a democracy is [your country] today? 24
q38,"Support for democracy | Which of these three statements is closest to your own opinion? A: Democracy is preferable to any other kind of government. B: In some circumstances, a non-democratic government can be preferable. C: For someone like me, it doesn’t matter what kind of government we have."
q39,Democracy for voice vs. for basic needs | Which of the following statements is closest to your view? Choose Statement A or Statement B. A: Democracy is worth having simply because it allows everyone a free and equal voice in making decisions. B: Democracy is only worth having if it can address everyone’s basic economic needs.
q40,"Satisfaction with democracy | Overall, how satisfied are you with the way democracy works in [country name]? Are you:"
q41a,"Careful about what you say | In this country, how often: Do people have to be careful of what they say about politics?"
q41b,"Party competition leads to conflict | In this country, how often: Does competition between political parties lead to conflict?"
q41c,"President ignores the constitution | In this country, how often: Does the President ignore the constitution?"
q41d,"People are treated unequally | In this country, how often: Are people treated unequally under the law?"
q42a,"Constitution expresses values and hopes | For each of the following statements, please tell me whether you disagree or agree: Our constitution expresses the values and hopes of the [country] people."
q42b,"Courts make binding decisions | For each of the following statements, please tell me whether you disagree or agree: The courts have the right to make decisions that people always have to abide by."
q42c,"People must obey the law | For each of the following statements, please tell me whether you disagree or agree: The police always have the right to make people obey the law."
q42d,"People must pay taxes | For each of the following statements, please tell me whether you disagree or agree: The department of taxes always has the right to make people pay taxes."
q43a,"Trust the President | How much do you trust each of the following, or haven’t you heard enough about them to say: The President?"
q43b,"Trust Parliament/National Assembly | How much do you trust each of the following, or haven’t you heard enough about them to say: The Parliament?"
q43c,"Trust the National Electoral Commission | How much do you trust each of the following, or haven’t you heard enough about them to say: [your country’s National Electoral Commission]?"
q43d,"Trust the regional government body | How much do you trust each of the following, or haven’t you heard enough about them to say: The Regional Government Body?"
q43e,"Trust your local government body | How much do you trust each of the following, or haven’t you heard enough about them to say: Your Local Government Body?"
q43f,"Trust the ruling party | How much do you trust each of the following, or haven’t you heard enough about them to say: The Ruling Party?"
q43g,"Trust opposition political parties/organizations | How much do you trust each of the following, or haven’t you heard enough about them to say: Opposition Political Parties/Organizations?"
q43h,"Trust the army | How much do you trust each of the following, or haven’t you heard enough about them to say: The Army?"
q43i,"Trust the police | How much do you trust each of the following, or haven’t you heard enough about them to say: The Police?"
q43j,"Trust courts of law | How much do you trust each of the following, or haven’t you heard enough about them to say: Courts of Law?"
q43k,"Trust traditional leaders | How much do you trust each of the following, or haven’t you heard enough about them to say: Traditional Leaders/Chiefs/Elders?"
q43l,"Trust government broadcasting service | How much do you trust each of the following, or haven’t you heard enough about them to say: government broadcasting service?"
q43m,"Trust independent broadcasting services | How much do you trust each of the following, or haven’t you heard enough about them to say: Independent broadcasting services? Should each example from each country be listed?"
q43n,"Trust government newspapers | How much do you trust each of the following, or haven’t you heard enough about them to say: Government newspapers?"
q43o,"Trust independent newspapers | How much do you trust each of the following, or haven’t you heard enough about them to say: Independent newspapers?"
q43p,"Trust traders in local markets | How much do you trust each of the following, or haven’t you heard enough about them to say: Traders in local markets?"
q43q,"Trust small businesses/shopkeepers | How much do you trust each of the following, or haven’t you heard enough about them to say: Small businesses/shopkeepers?"
q43r,"Trust big private corporations | How much do you trust each of the following, or haven’t you heard enough about them to say: Big private corporations?"
q43s,"Trust public corporations | How much do you trust each of the following, or haven’t you heard enough about them to say: Public corporations?"
q44pt1,"Most important problems – 1st response | In your opinion, what are the most important problems facing this country that government should address?"
q44pt2,"Most important problems – 2nd response | In your opinion, what are the most important problems facing this country that government should address?"
q44pt3,"Most important problems – 3rd response | In your opinion, what are the most important problems facing this country that government should address?"
q45a,"Handling managing the economy | Now let’s speak about the present government of this country. How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Managing the economy?"
q45b,"Handling creating jobs | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Creating jobs?"
q45c,"Handling keeping prices stable | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Keeping prices stable?"
q45d,"Handling narrowing gaps between rich and poor | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Narrowing gaps between rich and poor?"
q45e,"Handling reducing crime | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Reducing crime?"
q45f,"Handling improving basic health services | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Improving basic health services?"
q45g,"Handling addressing educational needs | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Addressing educational needs?"
q45h,"Handling delivering household water | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Delivering household water?"
q45i,"Handling ensuring everyone has enough to eat | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Ensuring everyone has enough to eat?"
q45j,"Handling fighting corruption in government | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Fighting corruption in government?"
q45k,"Handling resolving conflicts between communities | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Resolving conflicts between communities?"
q45k1,"Handling combating malaria | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Combating malaria?"
q45l,"Handling combating HIV/AIDS | How well or badly would you say the current government is handling the following matters, or haven’t you heard enough about them to say: Combating HIV/AIDS?"
q46,"Resources to combat AIDS vs. other problems | Which of these statements is closest to your view? Choose Statement A or Statement B. A: The government should devote many more resources to combating AIDS, even if this means that less money is spent on things like education. B: There are many other problems facing this country beside AIDS; even if people are dying in large numbers, the government needs to keep its focus on solving other problems."
q47,Proportion of problems solvable | What proportion of the country’s problems do you think the government can solve?
q48a,"Performance: President | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: President"
q48b,"Performance: Member of Parliament | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Member of Parliament?"
q48c,"Performance: Regional Government/Official/Assembly | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Regional Government/Official/Assembly?"
q48d,"Performance: Local government/official/assembly | Do you approve or disapprove of the way the following people have performed their jobs over the past twelve months, or haven’t you heard enough about them to say: Your Local Government/official/assembly?"
q49a,"Responsibilities of Member of Parliament – 1st response | In your opinion, what are the most important responsibilities of your member of Parliament? 34"
q49b,"Responsibilities of Parliament representative – 2nd response | In your opinion, what are the most important responsibilities of your member of Parliament?"
q49c,"Responsibilities of Parliament representative – 3rd response | In your opinion, what are the most important responsibilities of your member of Parliament?"
q50a,"Leaders look after people’s interests | How much of the time do you think elected leaders, like parliamentarians or local councilors, try their best: To look after the interests of people like you?"
q50b,"Leaders listen to people | How much of the time do you think elected leaders, like parliamentarians or local councilors, try their best: To listen to what people like you have to say?"
q51a,"Corruption: Office of the Presidency | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: The President and Officials in his Office?"
q51b,"Corruption: Elected leaders | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Elected leaders, such as parliamentarians or local councilors?"
q51c,"Corruption: Government officials | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Government officials?"
q51d,"Corruption: Police | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Police?"
q51e,"Corruption: Border officials | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Border officials (e.g., customs and immigration)?"
q51f,"Corruption: Judges and magistrates | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Judges and magistrates?"
q51g,"Corruption: Local businessmen | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Local businessmen?"
q51h,"Corruption: Foreign businessmen | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Foreign businessmen?"
q51i,"Corruption: Teachers and school administrators | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Teachers and school administrators?"
q51j,"Corruption: Religious leaders | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Religious leaders?"
q51k,"Corruption: NGO leaders | How many of the following people do you think are involved in corruption, or haven’t you heard enough about them to say: Leaders of NGOs or community organizations?"
q52a,Enforce the law: Serious crime | How likely do you think it would be that the authorities could enforce the law if a person like yourself: Committed a serious crime?
q52b,Enforce the law: Tax evasion | How likely do you think it would be that the authorities could enforce the law if a person like yourself: Did not pay a tax on some of the income they earned?
q52c,Enforce the law: Services without paying | How likely do you think it would be that the authorities could enforce the law if a person like yourself: Obtained household services (like water and electricity) without paying?
q53a,"Present vs. past: Ability to enforce the law | Comparing the current administration under [current president] with the previous administration under [former president], would you say that the one we have now is more or less: Able to enforce the law?"
q53b,"Present vs. past: Effective service delivery | Comparing the current administration under [current president] with the previous administration under [former president], would you say that the one we have now is more or less: Effective in the delivery of services?"
q53c,"Present vs. past: Corrupt | Comparing the current administration under [current president] with the previous administration under [former president], would you say that the one we have now is more or less: Corrupt?"
q53d,"Present vs. past: Trustworthy | Comparing the current administration under [current president] with the previous administration under [former president], would you say that the one we have now is more or less: Trustworthy?"
q53anew,"Effectiveness of AU/OAU | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? African Union/Organization of African Unity."
q53bnew,"Effectiveness of EU | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? European Union."
q53cnew,"Effectiveness of UN | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? United Nations."
q53dnew,"Effectiveness of World Bank | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? World Bank."
q53enew,"Effectiveness of IMF | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? International Monetary Fund."
q53fnew,"Effectiveness of World Trade Organization | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? World Trade Organization."
q53gnew,"Effectiveness of SADC/ECOWAS/EAC | Giving marks out of ten, where 0 is very badly and 10 is very well, how well do you think the following institutions do their jobs? Or haven’t you heard enough about the institution to have an opinion? SADC/ECOWAS/EAC."
q54,"Identity group | Let’s go back to talking about you. We have spoken to many [countrymen] and they have all described themselves in different ways. Some people describe themselves in terms of their language, ethnic group, race, 40 religion, or gender and others describe themselves in economic terms such as working class, middle class, or a farmer. Besides being [national identity], which specific group do you feel you belong to first and foremost?"
q55,"Identity group’s economic conditions | Are ____________s’ [respondent’s identity group] economic conditions worse, the same as, or better than other groups in this country?"
q56,Identity group treated unfairly | How often are ___________s [respondent’s identity group] treated unfairly by the government?
q57,Group or national identity | Let us suppose that you had to choose between being a [national identity] and being a ________ [respondent’s identity group]. Which of these two groups do you feel most strongly attached to?
q58a,"Difficulty to obtain identity document | Based on your experience, how easy or difficult is to obtain the following services? Or do you never try and get these services from government? An identity document (such as a birth certificate, driver’s license, or passport)."
q58b,"Difficulty to obtain primary school placement | Based on your experience, how easy or difficult is to obtain the following services? Or do you never try and get these services from government? A place in primary school for a child."
q58c,"Difficulty to obtain voter registration card | Based on your experience, how easy or difficult is to obtain the following services? Or do you never try and get these services from government? A voter registration card for yourself."
q58d,"Difficulty to obtain household services | Based on your experience, how easy or difficult is to obtain the following services? Or do you never try and get these services from government? Household services (like piped water, electricity or telephone)."
q58e,"Difficulty to obtain government loan or payment | Based on your experience, how easy or difficult is to obtain the following services? Or do you never try and get these services from government? A loan or payment from government (such as agricultural credit or a welfare grant)."
q58f,"Difficulty to obtain help from the police | Based on your experience, how easy or difficult is to obtain the following services? Or do you never try and get these services from government? Help from the police when you need it."
q59a,"Pay bribe for: Document or permit | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to: Get a document or a permit?"
q59b,"Pay bribe for: School placement | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to: Get a child into school?"
q59c,"Pay bribe for: Get household service | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to: Get a household service (like piped water, electricity, or phone)?"
q59d,"Pay bribe for: Cross a border | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to: Cross a border (like a customs or immigration post)?"
q59e,"Pay bribe for: Avoid problem with police | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to: Avoid a problem with the police (like passing a checkpoint or avoiding a fine or arrest)?"
q59f,"Pay bribe for: Anything else | In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to: Anything else?"
q59g,"Pay bribe for: Other things for which bribes are paid | If “Yes” to 59F, specify: ____________"
q60,"Do if permit/license delay | What would you do if you were waiting for a government permit or license, but kept encountering delays?"
